tên hồ,Qve,Tqx,Qxt,Qxm
Srêpốk 3,5.0,133.68,0.68,133.0
Buôn Kuốp,73.0,100.0,0.0,100.0
Buôn Tua Srah,17.0,93.0,0.0,93.0
Đồng Nai 3,64.07,129.38,0.0,129.38
Đồng Nai 4,148.0,67.79,2.5,65.29
Đơn Dương,19.36,26.42,0.0,26.42
Đại Ninh,5.0,19.7,0.7,19.0
Hàm Thuận,3.59,80.71,1.66,79.05
Đa Mi,80.8,59.69,0.0,59.69
Thượng Kon Tum,22.85,26.34,0.0,26.34
Pleikrông,76.0,13.0,0.0,13.0
Ialy,55.0,360.0,0.0,360.0
Sê San 3,366.0,320.0,0.0,320.0
Sê San 3A,325.0,283.0,0.0,283.0
Sê San 4,249.0,690.0,0.0,690.0
Kanak,4.97,0.0,0.0,0.0
An Khê,4.47,4.0,4.0,0.0
Srêpốk 3,7.0,133.68,0.68,133.0
Buôn Kuốp,87.0,100.0,0.0,100.0
Buôn Tua Srah,2.0,93.0,0.0,93.0
Đồng Nai 3,119.23,184.54,0.0,184.54
Đồng Nai 4,185.15,127.86,2.5,125.36
Đơn Dương,22.81,34.78,0.0,34.78
Đại Ninh,5.0,11.7,0.7,11.0
Hàm Thuận,5.8,93.36,0.0,93.36
Đa Mi,94.86,44.86,0.0,44.86
Thượng Kon Tum,23.55,27.78,0.0,27.78
Pleikrông,45.0,13.0,0.0,13.0
Ialy,43.0,171.0,0.0,171.0
Sê San 3,175.0,334.0,0.0,334.0
Sê San 3A,346.0,282.0,0.0,282.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,4.25,27.6,0.0,27.6
An Khê,31.89,27.05,4.0,23.05
Srêpốk 3,5.0,133.68,0.68,133.0
Buôn Kuốp,87.0,100.0,0.0,100.0
Buôn Tua Srah,21.0,93.0,0.0,93.0
Đồng Nai 3,50.68,181.3,0.0,181.3
Đồng Nai 4,180.08,157.16,2.5,154.66
Đơn Dương,26.3,35.82,0.0,35.82
Đại Ninh,6.0,25.7,0.7,25.0
Hàm Thuận,20.65,113.36,0.0,113.36
Đa Mi,114.58,72.64,0.0,72.64
Thượng Kon Tum,20.53,27.78,0.0,27.78
Pleikrông,32.0,0.0,0.0,0.0
Ialy,53.0,385.0,0.0,385.0
Sê San 3,389.0,440.0,0.0,440.0
Sê San 3A,486.0,279.0,0.0,279.0
Sê San 4,300.0,300.0,0.0,300.0
Kanak,4.26,27.6,0.0,27.6
An Khê,32.34,25.0,4.0,21.0
Srêpốk 3,11.0,133.68,0.68,133.0
Buôn Kuốp,98.0,111.0,0.0,111.0
Buôn Tua Srah,13.0,93.0,0.0,93.0
Đồng Nai 3,59.8,177.35,0.0,177.35
Đồng Nai 4,190.58,190.58,2.5,188.08
Đơn Dương,16.01,23.08,0.0,23.08
Đại Ninh,10.0,32.7,0.7,32.0
Hàm Thuận,10.79,93.2,0.0,93.2
Đa Mi,93.47,45.14,0.0,45.14
Thượng Kon Tum,20.53,27.78,0.0,27.78
Pleikrông,44.0,44.0,0.0,44.0
Ialy,107.0,359.0,0.0,359.0
Sê San 3,364.0,243.0,0.0,243.0
Sê San 3A,344.0,278.0,0.0,278.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,5.34,27.6,0.0,27.6
An Khê,32.67,26.5,4.0,22.5
Srêpốk 3,36.0,133.68,0.68,133.0
Buôn Kuốp,82.0,122.0,0.0,122.0
Buôn Tua Srah,21.0,93.0,0.0,93.0
Đồng Nai 3,62.86,167.35,0.0,167.35
Đồng Nai 4,175.59,175.6,2.5,173.1
Đơn Dương,17.56,36.42,0.0,36.42
Đại Ninh,11.0,38.7,0.7,38.0
Hàm Thuận,5.07,102.93,0.0,102.93
Đa Mi,102.9,64.1,0.0,64.1
Thượng Kon Tum,20.26,27.78,0.0,27.78
Pleikrông,76.0,13.0,0.0,13.0
Ialy,68.0,192.0,0.0,192.0
Sê San 3,195.0,243.0,0.0,243.0
Sê San 3A,244.0,272.0,0.0,272.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.78,27.6,0.0,27.6
An Khê,32.53,46.0,4.0,42.0
Srêpốk 3,11.0,133.68,0.68,133.0
Buôn Kuốp,78.0,122.0,0.0,122.0
Buôn Tua Srah,16.0,94.0,0.0,94.0
Đồng Nai 3,67.24,158.67,0.0,158.67
Đồng Nai 4,196.6,139.31,2.5,136.81
Đơn Dương,29.52,36.41,0.0,36.41
Đại Ninh,10.0,50.7,0.7,50.0
Hàm Thuận,7.27,120.58,0.0,120.58
Đa Mi,120.94,59.55,0.0,59.55
Thượng Kon Tum,20.53,27.78,0.0,27.78
Pleikrông,38.0,196.0,0.0,196.0
Ialy,237.0,400.0,0.0,400.0
Sê San 3,404.0,360.0,0.0,360.0
Sê San 3A,346.0,282.0,0.0,282.0
Sê San 4,198.0,345.0,0.0,345.0
Kanak,4.31,27.6,0.0,27.6
An Khê,32.46,25.1,4.0,21.1
Srêpốk 3,150.0,133.68,0.68,133.0
Buôn Kuốp,64.0,122.0,0.0,122.0
Buôn Tua Srah,2.0,188.0,0.0,188.0
Đồng Nai 3,55.72,160.21,0.0,160.21
Đồng Nai 4,167.6,144.7,2.5,142.2
Đơn Dương,1.85,15.93,0.0,15.93
Đại Ninh,10.0,54.7,0.7,54.0
Hàm Thuận,9.0,50.2,0.0,50.2
Đa Mi,51.33,44.94,0.0,44.94
Thượng Kon Tum,20.5,27.78,0.0,27.78
Pleikrông,27.0,9.0,0.0,9.0
Ialy,44.0,405.0,0.0,405.0
Sê San 3,408.0,314.0,0.0,314.0
Sê San 3A,243.0,264.0,0.0,264.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,5.42,27.6,0.0,27.6
An Khê,31.83,48.42,4.0,44.42
Srêpốk 3,27.0,133.69,0.69,133.0
Buôn Kuốp,95.0,122.0,0.0,122.0
Buôn Tua Srah,2.0,94.0,0.0,94.0
Đồng Nai 3,39.71,157.26,0.0,157.26
Đồng Nai 4,189.01,97.34,2.5,94.84
Đơn Dương,27.85,34.75,0.0,34.75
Đại Ninh,10.0,27.7,0.7,27.0
Hàm Thuận,7.3,94.86,0.0,94.86
Đa Mi,94.94,44.94,0.0,44.94
Thượng Kon Tum,17.01,27.78,0.0,27.78
Pleikrông,49.0,17.0,0.0,17.0
Ialy,53.0,290.0,0.0,290.0
Sê San 3,294.0,289.0,0.0,289.0
Sê San 3A,282.0,282.0,0.0,282.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.97,28.0,0.0,28.0
An Khê,31.69,46.37,4.0,42.37
Srêpốk 3,36.0,133.69,0.69,133.0
Buôn Kuốp,73.0,140.0,0.0,140.0
Buôn Tua Srah,22.0,94.0,0.0,94.0
Đồng Nai 3,50.98,168.53,0.0,168.53
Đồng Nai 4,173.69,173.96,2.5,171.46
Đơn Dương,30.14,34.64,0.0,34.64
Đại Ninh,9.0,27.7,0.7,27.0
Hàm Thuận,14.94,112.8,0.0,112.8
Đa Mi,113.02,88.85,0.0,88.85
Thượng Kon Tum,17.01,27.78,0.0,27.78
Pleikrông,40.0,8.0,0.0,8.0
Ialy,47.0,202.0,0.0,202.0
Sê San 3,205.0,243.0,0.0,243.0
Sê San 3A,251.0,274.0,0.0,274.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.46,28.0,0.0,28.0
An Khê,33.26,24.65,4.0,20.65
Srêpốk 3,5.0,151.69,0.69,151.0
Buôn Kuốp,63.0,117.0,0.0,117.0
Buôn Tua Srah,5.0,95.0,0.0,95.0
Đồng Nai 3,118.06,170.31,0.0,170.31
Đồng Nai 4,188.46,165.54,2.5,163.04
Đơn Dương,28.11,35.0,0.0,35.0
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,5.51,93.07,0.0,93.07
Đa Mi,93.65,45.04,0.0,45.04
Thượng Kon Tum,20.32,27.78,0.0,27.78
Pleikrông,32.0,0.0,0.0,0.0
Ialy,42.0,232.0,0.0,232.0
Sê San 3,235.0,230.0,0.0,230.0
Sê San 3A,244.0,282.0,0.0,282.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.39,28.0,0.0,28.0
An Khê,33.73,50.95,4.0,46.95
Srêpốk 3,13.0,151.69,0.69,151.0
Buôn Kuốp,62.0,129.0,0.0,129.0
Buôn Tua Srah,13.0,111.0,0.0,111.0
Đồng Nai 3,52.9,170.46,0.0,170.46
Đồng Nai 4,179.85,191.31,2.5,188.81
Đơn Dương,20.62,34.69,0.0,34.69
Đại Ninh,5.0,28.7,0.7,28.0
Hàm Thuận,3.05,95.76,0.0,95.76
Đa Mi,96.6,44.93,0.0,44.93
Thượng Kon Tum,20.32,27.78,0.0,27.78
Pleikrông,32.0,0.0,0.0,0.0
Ialy,30.0,331.0,0.0,331.0
Sê San 3,334.0,229.0,0.0,229.0
Sê San 3A,244.0,280.0,0.0,280.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,6.39,28.0,0.0,28.0
An Khê,32.53,17.3,4.0,13.3
Srêpốk 3,13.0,151.69,0.69,151.0
Buôn Kuốp,61.0,128.0,0.0,128.0
Buôn Tua Srah,17.0,95.0,0.0,95.0
Đồng Nai 3,15.44,172.18,0.0,172.18
Đồng Nai 4,180.35,191.8,2.5,189.3
Đơn Dương,18.37,34.72,0.0,34.72
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,5.77,93.33,0.0,93.33
Đa Mi,94.92,44.92,0.0,44.92
Thượng Kon Tum,17.31,27.78,0.0,27.78
Pleikrông,95.0,0.0,0.0,0.0
Ialy,39.0,297.0,0.0,297.0
Sê San 3,304.0,206.0,0.0,206.0
Sê San 3A,280.0,280.0,0.0,280.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.27,28.0,0.0,28.0
An Khê,32.58,47.9,4.0,43.9
Srêpốk 3,11.0,133.69,0.69,133.0
Buôn Kuốp,81.0,121.0,0.0,121.0
Buôn Tua Srah,23.0,95.0,0.0,95.0
Đồng Nai 3,49.56,180.18,0.0,180.18
Đồng Nai 4,200.58,200.58,2.5,198.08
Đơn Dương,30.31,34.69,0.0,34.69
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,3.55,85.96,0.0,85.96
Đa Mi,87.04,59.54,0.0,59.54
Thượng Kon Tum,17.31,27.78,0.0,27.78
Pleikrông,45.0,140.0,0.0,140.0
Ialy,173.0,290.0,0.0,290.0
Sê San 3,293.0,243.0,0.0,243.0
Sê San 3A,276.0,276.0,0.0,276.0
Sê San 4,83.0,230.0,0.0,230.0
Kanak,4.45,28.0,0.0,28.0
An Khê,31.87,4.0,4.0,0.0
Srêpốk 3,122.0,179.69,0.69,179.0
Buôn Kuốp,63.0,103.0,0.0,103.0
Buôn Tua Srah,6.0,95.0,0.0,95.0
Đồng Nai 3,37.35,154.9,0.0,154.9
Đồng Nai 4,178.87,54.19,2.5,51.69
Đơn Dương,1.57,12.94,0.0,12.94
Đại Ninh,8.0,27.7,0.7,27.0
Hàm Thuận,0.92,31.82,0.0,31.82
Đa Mi,33.57,44.96,0.0,44.96
Thượng Kon Tum,17.31,27.78,0.0,27.78
Pleikrông,26.0,0.0,0.0,0.0
Ialy,37.0,393.0,0.0,393.0
Sê San 3,396.0,243.0,0.0,243.0
Sê San 3A,251.0,274.0,0.0,274.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.21,28.0,0.0,28.0
An Khê,32.47,4.0,4.0,0.0
Srêpốk 3,39.0,202.69,0.69,202.0
Buôn Kuốp,64.0,118.0,0.0,118.0
Buôn Tua Srah,9.0,96.0,0.0,96.0
Đồng Nai 3,56.38,187.0,0.0,187.0
Đồng Nai 4,194.6,171.69,2.5,169.19
Đơn Dương,27.95,34.66,0.0,34.66
Đại Ninh,2.0,19.7,0.7,19.0
Hàm Thuận,5.81,93.37,0.0,93.37
Đa Mi,93.61,0.0,0.0,0.0
Thượng Kon Tum,17.81,33.232032640949555,5.452032640949555,27.78
Pleikrông,45.0,13.0,0.0,13.0
Ialy,55.0,359.0,0.0,359.0
Sê San 3,363.0,344.0,0.0,344.0
Sê San 3A,486.0,282.0,0.0,282.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,3.48,28.0,0.0,28.0
An Khê,33.35,38.96,4.0,34.96
Srêpốk 3,13.0,151.69,0.69,151.0
Buôn Kuốp,83.0,123.0,0.0,123.0
Buôn Tua Srah,2.0,96.0,0.0,96.0
Đồng Nai 3,77.73,182.23,0.0,182.23
Đồng Nai 4,185.2,196.7,2.5,194.2
Đơn Dương,18.62,34.67,0.0,34.67
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,6.47,94.03,0.0,94.03
Đa Mi,94.05,100.26,0.0,100.26
Thượng Kon Tum,23.66,33.232032640949555,5.452032640949555,27.78
Pleikrông,22.0,22.0,0.0,22.0
Ialy,56.0,311.0,0.0,311.0
Sê San 3,313.0,243.0,0.0,243.0
Sê San 3A,282.0,282.0,0.0,282.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,4.65,28.0,0.0,28.0
An Khê,33.42,49.6,4.0,45.6
Srêpốk 3,29.0,151.69,0.69,151.0
Buôn Kuốp,70.0,124.0,0.0,124.0
Buôn Tua Srah,9.0,96.0,0.0,96.0
Đồng Nai 3,85.08,176.51,0.0,176.51
Đồng Nai 4,186.08,186.08,2.5,183.58
Đơn Dương,8.89,27.27,0.0,27.27
Đại Ninh,5.0,27.7,0.7,27.0
Hàm Thuận,5.99,103.85,0.0,103.85
Đa Mi,104.54,123.99,0.0,123.99
Thượng Kon Tum,17.04,27.78,0.0,27.78
Pleikrông,32.0,0.0,0.0,0.0
Ialy,57.0,416.0,0.0,416.0
Sê San 3,420.0,294.0,0.0,294.0
Sê San 3A,295.0,283.0,0.0,283.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,3.96,28.0,0.0,28.0
An Khê,33.78,49.0,4.0,45.0
Srêpốk 3,38.0,152.69,0.69,152.0
Buôn Kuốp,94.0,132.0,0.0,132.0
Buôn Tua Srah,2.0,96.0,0.0,96.0
Đồng Nai 3,66.64,184.19,0.0,184.19
Đồng Nai 4,184.94,207.86,2.5,205.36
Đơn Dương,23.49,32.53,0.0,32.53
Đại Ninh,13.0,28.7,0.7,28.0
Hàm Thuận,7.32,125.78,0.0,125.78
Đa Mi,126.51,124.85,0.0,124.85
Thượng Kon Tum,17.18,27.78,0.0,27.78
Pleikrông,45.0,96.0,0.0,96.0
Ialy,126.0,409.0,0.0,409.0
Sê San 3,412.0,300.0,0.0,300.0
Sê San 3A,448.0,280.0,0.0,280.0
Sê San 4,524.0,230.0,0.0,230.0
Kanak,3.76,28.0,0.0,28.0
An Khê,33.54,46.0,4.0,42.0
Srêpốk 3,9.0,192.7,0.7,192.0
Buôn Kuốp,79.0,283.0,0.0,283.0
Buôn Tua Srah,6.0,171.0,0.0,171.0
Đồng Nai 3,69.35,186.9,0.0,186.9
Đồng Nai 4,186.22,209.14,2.5,206.64
Đơn Dương,18.59,36.48,0.0,36.48
Đại Ninh,9.0,28.7,0.7,28.0
Hàm Thuận,6.45,130.06,0.0,130.06
Đa Mi,130.35,133.69,0.0,133.69
Thượng Kon Tum,17.21,22.27,0.0,22.27
Pleikrông,21.0,210.0,0.0,210.0
Ialy,253.0,350.0,0.0,350.0
Sê San 3,353.0,320.0,0.0,320.0
Sê San 3A,244.0,271.0,0.0,271.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,3.31,28.8,0.0,28.8
An Khê,33.37,23.57,4.0,19.57
Srêpốk 3,17.0,151.7,0.7,151.0
Buôn Kuốp,92.0,118.0,0.0,118.0
Buôn Tua Srah,34.0,98.0,0.0,98.0
Đồng Nai 3,67.4,184.9,0.0,184.9
Đồng Nai 4,188.78,211.7,2.5,209.2
Đơn Dương,23.41,27.66,0.0,27.66
Đại Ninh,11.0,28.7,0.7,28.0
Hàm Thuận,7.53,95.09,0.0,95.09
Đa Mi,95.27,59.71,0.0,59.71
Thượng Kon Tum,16.33,11.13,0.0,11.13
Pleikrông,21.0,210.0,0.0,210.0
Ialy,248.0,370.0,0.0,370.0
Sê San 3,374.0,280.0,0.0,280.0
Sê San 3A,311.0,564.0,0.0,564.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,3.81,28.8,0.0,28.8
An Khê,31.78,46.0,4.0,42.0
Srêpốk 3,164.0,151.7,0.7,151.0
Buôn Kuốp,73.0,113.0,0.0,113.0
Buôn Tua Srah,20.0,98.0,0.0,98.0
Đồng Nai 3,56.91,148.34,0.0,148.34
Đồng Nai 4,195.34,184.07,2.5,181.57
Đơn Dương,1.74,26.44,0.0,26.44
Đại Ninh,11.0,28.7,0.7,28.0
Hàm Thuận,77.08,94.64,0.0,94.64
Đa Mi,94.64,91.23,0.0,91.23
Thượng Kon Tum,14.84,22.27,0.0,22.27
Pleikrông,40.0,198.0,0.0,198.0
Ialy,218.0,250.0,0.0,250.0
Sê San 3,253.0,235.0,0.0,235.0
Sê San 3A,178.0,289.0,0.0,289.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,3.57,28.8,0.0,28.8
An Khê,33.74,46.0,4.0,42.0
Srêpốk 3,208.0,179.7,0.7,179.0
Buôn Kuốp,111.0,232.0,0.0,232.0
Buôn Tua Srah,24.0,173.0,0.0,173.0
Đồng Nai 3,67.63,185.19,0.0,185.19
Đồng Nai 4,188.8,211.33,2.5,208.83
Đơn Dương,17.13,32.75,0.0,32.75
Đại Ninh,8.0,28.7,0.7,28.0
Hàm Thuận,7.9,126.36,0.0,126.36
Đa Mi,126.83,133.21,0.0,133.21
Thượng Kon Tum,17.24,27.78,0.0,27.78
Pleikrông,23.0,212.0,0.0,212.0
Ialy,240.0,260.0,0.0,260.0
Sê San 3,263.0,243.0,0.0,243.0
Sê San 3A,259.0,280.0,0.0,280.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,4.07,28.8,0.0,28.8
An Khê,33.75,25.0,4.0,21.0
Srêpốk 3,266.0,200.71,0.71,200.0
Buôn Kuốp,91.0,308.0,0.0,308.0
Buôn Tua Srah,29.0,198.0,0.0,198.0
Đồng Nai 3,96.59,188.02,0.0,188.02
Đồng Nai 4,204.26,215.52,2.5,213.02
Đơn Dương,16.4,36.56,0.0,36.56
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,13.22,131.68,0.0,131.68
Đa Mi,131.95,131.95,0.0,131.95
Thượng Kon Tum,15.43,22.63,0.0,22.63
Pleikrông,25.0,214.0,0.0,214.0
Ialy,235.0,392.0,0.0,392.0
Sê San 3,394.0,334.0,0.0,334.0
Sê San 3A,372.0,456.0,0.0,456.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,3.28,28.8,0.0,28.8
An Khê,33.65,28.0,4.0,24.0
Srêpốk 3,160.0,197.72,0.72,197.0
Buôn Kuốp,149.0,295.0,0.0,295.0
Buôn Tua Srah,24.0,192.0,0.0,192.0
Đồng Nai 3,57.86,188.48,0.0,188.48
Đồng Nai 4,194.27,216.8,2.5,214.3
Đơn Dương,9.54,36.51,0.0,36.51
Đại Ninh,3.0,28.7,0.7,28.0
Hàm Thuận,18.33,131.64,0.0,131.64
Đa Mi,131.64,131.64,0.0,131.64
Thượng Kon Tum,16.85,27.78,0.0,27.78
Pleikrông,25.0,214.0,0.0,214.0
Ialy,240.0,240.0,0.0,240.0
Sê San 3,243.0,243.0,0.0,243.0
Sê San 3A,245.0,282.0,0.0,282.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,3.32,28.8,0.0,28.8
An Khê,33.45,46.0,4.0,42.0
Srêpốk 3,243.0,173.73,0.73,173.0
Buôn Kuốp,121.0,208.0,0.0,208.0
Buôn Tua Srah,17.0,189.0,0.0,189.0
Đồng Nai 3,45.12,188.8,0.0,188.8
Đồng Nai 4,200.21,200.21,2.5,197.71
Đơn Dương,25.81,36.57,0.0,36.57
Đại Ninh,1.0,28.7,0.7,28.0
Hàm Thuận,7.23,130.84,0.0,130.84
Đa Mi,130.84,133.99,0.0,133.99
Thượng Kon Tum,14.58,27.78,0.0,27.78
Pleikrông,27.0,216.0,0.0,216.0
Ialy,247.0,347.0,0.0,347.0
Sê San 3,349.0,243.0,0.0,243.0
Sê San 3A,243.0,282.0,0.0,282.0
Sê San 4,230.0,230.0,0.0,230.0
Kanak,4.32,28.8,0.0,28.8
An Khê,33.89,28.0,4.0,24.0
Srêpốk 3,319.0,193.74,0.74,193.0
Buôn Kuốp,197.0,275.0,0.0,275.0
Buôn Tua Srah,5.0,162.0,0.0,162.0
Đồng Nai 3,55.95,186.87,0.0,186.87
Đồng Nai 4,201.79,190.33,2.5,187.83
Đơn Dương,14.79,36.61,0.0,36.61
Đại Ninh,5.0,28.7,0.7,28.0
Hàm Thuận,21.7,131.49,0.0,131.49
Đa Mi,131.49,133.63,0.0,133.63
Thượng Kon Tum,20.95,17.48,0.0,17.48
Pleikrông,35.0,193.0,0.0,193.0
Ialy,227.0,194.0,0.0,194.0
Sê San 3,197.0,195.0,0.0,195.0
Sê San 3A,247.0,499.0,0.0,499.0
Sê San 4,524.0,230.0,0.0,230.0
Kanak,2.65,28.8,0.0,28.8
An Khê,33.58,28.0,4.0,24.0
Srêpốk 3,238.0,186.75,0.75,186.0
Buôn Kuốp,177.0,219.0,0.0,219.0
Buôn Tua Srah,7.0,193.0,0.0,193.0
Đồng Nai 3,58.96,189.58,0.0,189.58
Đồng Nai 4,204.84,193.38,2.5,190.88
Đơn Dương,21.34,36.53,0.0,36.53
Đại Ninh,3.0,28.7,0.7,28.0
Hàm Thuận,17.38,131.56,0.0,131.56
Đa Mi,131.56,133.72,0.0,133.72
Thượng Kon Tum,17.23,0.0,0.0,0.0
Pleikrông,20.0,218.0,0.0,218.0
Ialy,248.0,411.0,0.0,411.0
Sê San 3,413.0,436.0,0.0,436.0
Sê San 3A,244.0,264.0,0.0,264.0
Sê San 4,377.0,230.0,0.0,230.0
Kanak,3.37,28.8,0.0,28.8
An Khê,34.22,28.0,4.0,24.0
Srêpốk 3,355.0,164.75,0.75,164.0
Buôn Kuốp,88.0,177.0,0.0,177.0
Buôn Tua Srah,2.0,99.0,0.0,99.0
Đồng Nai 3,54.78,185.4,0.0,185.4
Đồng Nai 4,196.4,207.86,2.5,205.36
Đơn Dương,1.48,36.57,0.0,36.57
Đại Ninh,9.0,28.7,0.7,28.0
Hàm Thuận,18.73,119.74,0.0,119.74
Đa Mi,109.74,102.0,0.0,102.0
Thượng Kon Tum,10.31,27.78,0.0,27.78
Pleikrông,18.0,218.0,0.0,218.0
Ialy,240.0,303.0,0.0,303.0
Sê San 3,305.0,213.0,0.0,213.0
Sê San 3A,257.0,282.0,0.0,282.0
Sê San 4,372.0,225.0,0.0,225.0
Kanak,3.37,28.8,0.0,28.8
An Khê,34.47,28.0,4.0,24.0
Srêpốk 3,12.0,206.75,0.75,206.0
Buôn Kuốp,74.0,291.0,0.0,291.0
Buôn Tua Srah,2.0,189.0,0.0,189.0
Đồng Nai 3,20.58,190.38,0.0,190.38
Đồng Nai 4,196.4,207.86,2.5,205.36
Đơn Dương,18.81,36.21,0.0,36.21
Đại Ninh,5.0,28.7,0.7,28.0
Hàm Thuận,12.99,131.57,0.0,131.57
Đa Mi,131.57,131.57,0.0,131.57
Thượng Kon Tum,17.04,27.78,0.0,27.78
Pleikrông,18.0,218.0,0.0,218.0
Ialy,241.0,325.0,0.0,325.0
Sê San 3,327.0,273.0,0.0,273.0
Sê San 3A,243.0,285.0,0.0,285.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,5.88,28.8,0.0,28.8
An Khê,34.37,46.0,4.0,42.0
Srêpốk 3,37.0,371.74,0.74,371.0
Buôn Kuốp,118.0,282.0,0.0,282.0
Buôn Tua Srah,11.0,175.0,0.0,175.0
Đồng Nai 3,47.07,177.69,0.0,177.69
Đồng Nai 4,189.43,200.89,2.5,198.39
Đơn Dương,17.54,36.6,0.0,36.6
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,16.84,131.02,0.0,131.02
Đa Mi,132.02,133.3,0.0,133.3
Thượng Kon Tum,17.04,27.78,0.0,27.78
Pleikrông,20.0,220.0,0.0,220.0
Ialy,257.0,414.0,0.0,414.0
Sê San 3,417.0,410.0,0.0,410.0
Sê San 3A,423.0,276.0,0.0,276.0
Sê San 4,372.0,225.0,0.0,225.0
Kanak,4.23,30.0,0.0,30.0
An Khê,34.69,28.0,4.0,24.0
Srêpốk 3,157.0,366.74,0.74,366.0
Buôn Kuốp,148.0,254.0,0.0,254.0
Buôn Tua Srah,6.0,164.0,0.0,164.0
Đồng Nai 3,26.7,183.44,0.0,183.44
Đồng Nai 4,197.51,197.51,2.5,195.01
Đơn Dương,17.54,36.6,0.0,36.6
Đại Ninh,7.0,28.7,0.7,28.0
Hàm Thuận,9.31,123.49,0.0,123.49
Đa Mi,123.49,127.74,0.0,127.74
Thượng Kon Tum,20.36,27.78,0.0,27.78
Pleikrông,106.0,220.0,0.0,220.0
Ialy,285.0,360.0,0.0,360.0
Sê San 3,317.0,243.0,0.0,243.0
Sê San 3A,243.0,317.0,0.0,317.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,3.2,30.0,0.0,30.0
An Khê,34.72,46.0,4.0,42.0
Srêpốk 3,69.0,412.73,0.73,412.0
Buôn Kuốp,120.0,177.0,0.0,177.0
Buôn Tua Srah,18.0,90.0,0.0,90.0
Đồng Nai 3,21.04,190.84,0.0,190.84
Đồng Nai 4,198.96,210.42,2.5,207.92
Đơn Dương,17.53,36.59,0.0,36.59
Đại Ninh,5.0,28.7,0.7,28.0
Hàm Thuận,9.91,132.88,0.0,132.88
Đa Mi,132.88,132.88,0.0,132.88
Thượng Kon Tum,25.12,27.78,0.0,27.78
Pleikrông,77.0,220.0,0.0,220.0
Ialy,240.0,272.0,0.0,272.0
Sê San 3,277.0,246.0,0.0,246.0
Sê San 3A,487.0,554.0,0.0,554.0
Sê San 4,450.0,450.0,0.0,450.0
Kanak,4.22,30.0,0.0,30.0
An Khê,34.76,28.0,4.0,24.0
Srêpốk 3,126.0,318.71,0.71,318.0
Buôn Kuốp,64.0,136.0,0.0,136.0
Buôn Tua Srah,8.0,91.0,0.0,91.0
Đồng Nai 3,55.61,186.23,0.0,186.23
Đồng Nai 4,193.28,193.28,2.5,190.78
Đơn Dương,17.57,36.63,0.0,36.63
Đại Ninh,1.0,28.7,0.7,28.0
Hàm Thuận,18.08,123.48,0.0,123.48
Đa Mi,123.5,108.3,0.0,108.3
Thượng Kon Tum,22.23,27.78,0.0,27.78
Pleikrông,47.0,222.0,0.0,222.0
Ialy,265.0,202.0,0.0,202.0
Sê San 3,206.0,283.0,0.0,283.0
Sê San 3A,247.0,267.0,0.0,267.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,4.18,30.0,0.0,30.0
An Khê,35.37,28.0,4.0,24.0
Srêpốk 3,13.0,389.7,0.7,389.0
Buôn Kuốp,59.0,83.0,0.0,83.0
Buôn Tua Srah,30.0,91.0,0.0,91.0
Đồng Nai 3,8.3,191.16,0.0,191.16
Đồng Nai 4,206.8,206.8,2.5,204.3
Đơn Dương,23.6,29.58,0.0,29.58
Đại Ninh,1.0,55.7,0.7,55.0
Hàm Thuận,14.6,133.17,0.0,133.17
Đa Mi,133.17,65.29,0.0,65.29
Thượng Kon Tum,20.38,20.47,0.0,20.47
Pleikrông,67.0,210.0,0.0,210.0
Ialy,251.0,389.0,0.0,389.0
Sê San 3,394.0,273.0,0.0,273.0
Sê San 3A,263.0,263.0,0.0,263.0
Sê San 4,225.0,225.0,0.0,225.0
Kanak,5.53,30.0,0.0,30.0
An Khê,32.36,24.4,4.0,20.4
Srêpốk 3,122.0,150.68,0.68,150.0
Buôn Kuốp,66.0,102.0,0.0,102.0
