tên hồ,Qve,Tqx,Qxt,Qxm
Đồng Nai 4,77.84,66.38,2.5,63.88
Đơn Dương,30.39,37.46,0.0,37.46
Đại Ninh,50.0,42.7,0.7,42.0
Hàm Thuận,119.73,89.37,2.9,86.47
Đa Mi,93.97,107.03,0.0,107.03
Pleikrông,372.0,372.0,168.0,204.0
Ialy,486.0,486.0,82.0,404.0
Sê San 3,502.0,502.0,16.0,486.0
Sê San 3A,569.0,485.0,0.0,485.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,37.7,33.8,0.0,33.8
An Khê,81.38,78.0,30.0,48.0
Srêpốk 3,417.0,412.0,0.0,412.0
Buôn Kuốp,272.0,311.0,0.0,311.0
Buôn Tua Srah,126.0,190.0,0.0,190.0
Đồng Nai 3,137.49,111.37,0.0,111.37
Đồng Nai 4,142.61,108.24,2.5,105.74
Đơn Dương,25.36,37.34,0.0,37.34
Đại Ninh,37.0,55.7,0.7,55.0
Hàm Thuận,173.43,82.35000000000001,2.9,79.45
Đa Mi,87.46,124.41,0.0,124.41
Pleikrông,359.0,359.0,155.0,204.0
Ialy,564.0,564.0,160.0,404.0
Sê San 3,622.0,647.0,161.0,486.0
Sê San 3A,715.0,715.0,84.0,631.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,25.7,33.8,0.0,33.8
An Khê,81.35,78.0,30.0,48.0
Srêpốk 3,430.0,444.0,34.0,410.0
Buôn Kuốp,244.0,311.0,0.0,311.0
Buôn Tua Srah,122.0,190.0,0.0,190.0
Đồng Nai 3,159.9,55.41,0.0,55.41
Đồng Nai 4,129.05,106.14,2.5,103.64
Đơn Dương,27.96,37.48,0.0,37.48
Đại Ninh,44.0,55.7,0.7,55.0
Hàm Thuận,167.45,27.799999999999997,2.9,24.9
Đa Mi,40.97,44.3,0.0,44.3
Pleikrông,561.0,491.0,285.0,206.0
Ialy,616.0,616.0,216.0,400.0
Sê San 3,577.0,577.0,91.0,486.0
Sê San 3A,606.0,606.0,42.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,27.3,33.8,0.0,33.8
An Khê,82.41,78.0,30.0,48.0
Srêpốk 3,430.0,407.0,0.0,407.0
Buôn Kuốp,303.0,313.0,0.0,313.0
Buôn Tua Srah,158.0,190.0,0.0,190.0
Đồng Nai 3,235.8,13.8,0.0,13.8
Đồng Nai 4,65.81,54.35,2.5,51.85
Đơn Dương,20.63,37.51,0.0,37.51
Đại Ninh,42.0,55.7,0.7,55.0
Hàm Thuận,421.47,86.25,2.9,83.35
Đa Mi,112.41,91.3,0.0,91.3
Pleikrông,363.0,224.0,20.0,204.0
Ialy,482.0,482.0,82.0,400.0
Sê San 3,502.0,502.0,16.0,486.0
Sê San 3A,561.0,580.0,16.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,53.5,33.8,0.0,33.8
An Khê,79.21,78.0,30.0,48.0
Srêpốk 3,407.0,444.0,34.0,410.0
Buôn Kuốp,288.0,312.0,0.0,312.0
Buôn Tua Srah,206.0,190.0,0.0,190.0
Đồng Nai 3,148.74,148.74,0.0,148.74
Đồng Nai 4,187.48,198.94,2.5,196.44
Đơn Dương,25.61,37.38,0.0,37.38
Đại Ninh,40.0,49.7,0.7,49.0
Hàm Thuận,381.95,93.66000000000001,2.9,90.76
Đa Mi,149.27,124.83,0.0,124.83
Pleikrông,224.0,224.0,20.0,204.0
Ialy,398.0,482.0,82.0,400.0
Sê San 3,503.0,503.0,17.0,486.0
Sê San 3A,544.0,544.0,0.0,544.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,28.5,33.8,0.0,33.8
An Khê,74.68,78.0,30.0,48.0
Srêpốk 3,427.0,408.0,0.0,408.0
Buôn Kuốp,287.0,312.0,0.0,312.0
Buôn Tua Srah,234.0,153.0,0.0,153.0
Đồng Nai 3,145.56,0.0,0.0,0.0
Đồng Nai 4,73.9,154.11,2.5,151.61
Đơn Dương,35.35,37.51,0.0,37.51
Đại Ninh,39.0,55.7,0.7,55.0
Hàm Thuận,321.34,93.39,2.9,90.49
Đa Mi,113.08,120.86,0.0,120.86
Pleikrông,294.0,224.0,20.0,204.0
Ialy,510.0,510.0,110.0,400.0
Sê San 3,554.0,554.0,68.0,486.0
Sê San 3A,643.0,623.0,0.0,623.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,25.4,33.8,0.0,33.8
An Khê,84.75,78.0,30.0,48.0
Srêpốk 3,442.0,442.0,34.0,408.0
Buôn Kuốp,243.0,311.0,0.0,311.0
Buôn Tua Srah,311.0,186.0,0.0,186.0
Đồng Nai 3,259.93,172.59,0.0,172.59
Đồng Nai 4,210.42,136.69061919504645,2.5,134.19061919504645
Đơn Dương,27.96,37.48,0.0,37.48
Đại Ninh,49.0,53.7,0.7,53.0
Hàm Thuận,282.61,115.0,2.9,112.1
Đa Mi,124.07,133.79,4.94,128.85
Pleikrông,359.0,359.0,155.0,204.0
Ialy,482.0,482.0,82.0,400.0
Sê San 3,518.0,518.0,32.0,486.0
Sê San 3A,639.0,639.0,42.0,597.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,47.8,33.8,0.0,33.8
An Khê,78.45,78.0,30.0,48.0
Srêpốk 3,549.0,266.0,0.0,266.0
Buôn Kuốp,303.0,312.0,0.0,312.0
Buôn Tua Srah,446.0,186.0,0.0,186.0
Đồng Nai 3,241.04,182.82,0.0,182.82
Đồng Nai 4,197.68,209.14,2.5,206.64
Đơn Dương,29.79,36.86,0.0,36.86
Đại Ninh,31.0,52.7,0.7,52.0
Hàm Thuận,298.27,150.76999999999998,25.0,125.77
Đa Mi,140.78,140.78,8.04,132.74
Pleikrông,359.0,359.0,155.0,204.0
Ialy,635.0,635.0,235.0,400.0
Sê San 3,642.0,646.0,160.0,486.0
Sê San 3A,698.0,698.0,84.0,614.0
Sê San 4,996.0,996.0,336.0,660.0
Kanak,37.8,33.8,0.0,33.8
An Khê,78.7,78.0,30.0,48.0
Srêpốk 3,679.0,679.0,272.0,407.0
Buôn Kuốp,341.0,366.0,54.0,312.0
Buôn Tua Srah,415.0,85.0,0.0,85.0
Đồng Nai 3,272.88,0.0,0.0,0.0
Đồng Nai 4,60.77,49.31,2.5,46.81
Đơn Dương,28.3,35.37,0.0,35.37
Đại Ninh,72.0,52.7,0.7,52.0
Hàm Thuận,223.39,149.64,25.0,124.64
Đa Mi,132.58,132.58,0.0,132.58
Pleikrông,1915.0,1775.0,1557.0,218.0
Ialy,3428.0,3075.0,2675.0,400.0
Sê San 3,3083.0,3083.0,2597.0,486.0
Sê San 3A,3070.0,3070.0,2370.0,700.0
Sê San 4,4678.0,4090.0,3375.0,715.0
Kanak,337.0,31.8,0.0,31.8
An Khê,199.26,198.0,150.0,48.0
Srêpốk 3,604.0,446.0,34.0,412.0
Buôn Kuốp,309.0,347.0,36.0,311.0
Buôn Tua Srah,330.0,93.0,0.0,93.0
Đồng Nai 3,163.0,17.44,0.0,17.44
Đồng Nai 4,60.31,37.39,2.5,34.89
Đơn Dương,25.91,35.43,0.0,35.43
Đại Ninh,47.0,55.7,0.7,55.0
Hàm Thuận,217.09,150.05,25.0,125.05
Đa Mi,133.67,133.67000000000002,0.18,133.49
Pleikrông,538.0,678.0,472.0,206.0
Ialy,841.0,926.0,526.0,400.0
Sê San 3,966.0,966.0,480.0,486.0
Sê San 3A,1021.0,1021.0,321.0,700.0
Sê San 4,1447.0,1594.0,904.0,690.0
Kanak,82.5,31.8,0.0,31.8
An Khê,78.68,78.0,30.0,48.0
Srêpốk 3,496.0,552.0,140.0,412.0
Buôn Kuốp,302.0,312.0,0.0,312.0
Buôn Tua Srah,328.0,88.0,0.0,88.0
Đồng Nai 3,191.34,133.12,0.0,133.12
Đồng Nai 4,187.2,175.74,2.5,173.24
Đơn Dương,26.03,33.1,0.0,33.1
Đại Ninh,42.0,39.7,0.7,39.0
Hàm Thuận,176.87,150.05,25.0,125.05
Đa Mi,132.6,132.62,0.02,132.6
Pleikrông,412.0,412.0,208.0,204.0
Ialy,707.0,707.0,307.0,400.0
Sê San 3,726.0,726.0,240.0,486.0
Sê San 3A,834.0,834.0,208.0,626.0
Sê San 4,1205.0,1352.0,672.0,680.0
Kanak,67.4,31.8,0.0,31.8
An Khê,81.31,78.0,30.0,48.0
Srêpốk 3,515.0,552.0,140.0,412.0
Buôn Kuốp,338.0,347.0,36.0,311.0
Buôn Tua Srah,299.0,176.0,0.0,176.0
Đồng Nai 3,225.07,181.4,0.0,181.4
Đồng Nai 4,204.04,204.04,2.5,201.54
Đơn Dương,19.95,36.83,0.0,36.83
Đại Ninh,33.0,30.7,0.7,30.0
Hàm Thuận,147.9,107.67,25.0,82.67
Đa Mi,88.21,109.88,20.04,89.84
Pleikrông,236.0,306.0,102.0,204.0
Ialy,644.0,560.0,160.0,400.0
Sê San 3,566.0,566.0,80.0,486.0
Sê San 3A,650.0,650.0,49.0,601.0
Sê San 4,899.0,895.0,220.0,675.0
Kanak,74.5,31.8,0.0,31.8
An Khê,78.08,78.0,30.0,48.0
Srêpốk 3,536.0,587.0,175.0,412.0
Buôn Kuốp,345.0,384.0,73.0,311.0
Buôn Tua Srah,295.0,11.0,0.0,11.0
Đồng Nai 3,222.0,47.33,0.0,47.33
Đồng Nai 4,128.26,174.1,2.5,171.6
Đơn Dương,37.52,34.77,0.0,34.77
Đại Ninh,30.0,24.7,0.7,24.0
Hàm Thuận,243.54,149.68,25.0,124.68
Đa Mi,134.92,134.92,1.98,132.94
Pleikrông,484.0,414.0,208.0,206.0
Ialy,624.0,624.0,224.0,400.0
Sê San 3,630.0,598.0,112.0,486.0
Sê San 3A,647.0,647.0,42.0,605.0
Sê San 4,1011.0,1011.0,336.0,675.0
Kanak,67.8,31.8,0.0,31.8
An Khê,82.46,78.0,30.0,48.0
Srêpốk 3,484.0,447.0,35.0,412.0
Buôn Kuốp,367.0,348.0,36.0,312.0
Buôn Tua Srah,317.0,182.0,0.0,182.0
Đồng Nai 3,162.01,132.9,0.0,132.9
Đồng Nai 4,155.64,155.64,2.5,153.14
Đơn Dương,39.52,36.78,0.0,36.78
Đại Ninh,56.0,55.7,0.7,55.0
Hàm Thuận,1813.0,174.6,50.0,124.6
Đa Mi,126.46,137.63,3.64,133.99
Pleikrông,359.0,359.0,155.0,204.0
Ialy,633.0,633.0,233.0,400.0
Sê San 3,647.0,647.0,161.0,486.0
Sê San 3A,695.0,695.0,84.0,611.0
Sê San 4,1011.0,1011.0,336.0,675.0
Kanak,57.5,31.8,0.0,31.8
An Khê,82.59,78.0,30.0,48.0
Srêpốk 3,531.0,447.0,35.0,412.0
Buôn Kuốp,360.0,385.0,73.0,312.0
Buôn Tua Srah,265.0,180.0,0.0,180.0
Đồng Nai 3,203.8,0.0,0.0,0.0
Đồng Nai 4,32.81,204.68,2.5,202.18
Đơn Dương,27.24,36.76,0.0,36.76
Đại Ninh,42.0,44.7,0.7,44.0
Hàm Thuận,147.77,174.59,50.0,124.59
Đa Mi,139.26,133.42999999999998,1.23,132.2
Pleikrông,455.0,525.0,319.0,206.0
Ialy,854.0,854.0,454.0,400.0
Sê San 3,884.0,884.0,398.0,486.0
Sê San 3A,1005.0,1005.0,321.0,684.0
Sê San 4,1123.0,1123.0,448.0,675.0
Kanak,114.0,31.8,0.0,31.8
An Khê,77.28,78.0,30.0,48.0
Srêpốk 3,628.0,447.0,35.0,412.0
Buôn Kuốp,402.0,460.0,149.0,311.0
Buôn Tua Srah,208.0,232.0,54.0,178.0
Đồng Nai 3,208.73,19.5,0.0,19.5
Đồng Nai 4,67.82,205.32,2.5,202.82
Đơn Dương,29.74,36.81,0.0,36.81
Đại Ninh,40.0,49.7,0.7,49.0
Hàm Thuận,214.41,174.18,50.0,124.18
Đa Mi,134.62,132.67000000000002,0.18,132.49
Pleikrông,1197.0,1267.0,1055.0,212.0
Ialy,1795.0,1795.0,1395.0,400.0
Sê San 3,2151.0,2151.0,1665.0,486.0
Sê San 3A,1984.0,1984.0,1284.0,700.0
Sê San 4,2118.0,2118.0,1428.0,690.0
Kanak,200.0,16.0,0.0,16.0
An Khê,300.4,298.0,250.0,48.0
Srêpốk 3,617.0,552.0,140.0,412.0
Buôn Kuốp,437.0,490.0,180.0,310.0
Buôn Tua Srah,211.0,232.0,54.0,178.0
Đồng Nai 3,218.34,0.0,0.0,0.0
Đồng Nai 4,55.63,55.63,2.5,53.13
Đơn Dương,32.14,36.75,0.0,36.75
Đại Ninh,35.0,53.7,0.7,53.0
Hàm Thuận,217.9,224.6,100.0,124.6
Đa Mi,127.45,156.34,23.34,133.0
Pleikrông,435.0,435.0,231.0,204.0
Ialy,712.0,712.0,312.0,400.0
Sê San 3,726.0,726.0,240.0,486.0
Sê San 3A,794.0,794.0,208.0,586.0
Sê San 4,899.0,899.0,224.0,675.0
Kanak,108.0,29.0,0.0,29.0
An Khê,73.4,78.0,30.0,48.0
Srêpốk 3,614.0,762.0,350.0,412.0
Buôn Kuốp,445.0,527.0,216.0,311.0
Buôn Tua Srah,210.0,313.0,135.0,178.0
Đồng Nai 3,174.67,0.0,0.0,0.0
Đồng Nai 4,47.14,173.18,2.5,170.68
Đơn Dương,65.5,87.43,50.0,37.43
Đại Ninh,45.0,52.7,0.7,52.0
Hàm Thuận,167.31,274.58,150.0,124.58
Đa Mi,129.68,133.57,0.48,133.09
Pleikrông,359.0,359.0,155.0,204.0
Ialy,636.0,636.0,236.0,400.0
Sê San 3,647.0,647.0,161.0,486.0
Sê San 3A,725.0,725.0,125.0,600.0
Sê San 4,899.0,899.0,224.0,675.0
Kanak,82.7,29.0,0.0,29.0
An Khê,72.68,78.0,30.0,48.0
Srêpốk 3,606.0,657.0,245.0,412.0
Buôn Kuốp,502.0,527.0,216.0,311.0
Buôn Tua Srah,178.0,315.0,135.0,180.0
Đồng Nai 3,301.16,97.37,0.0,97.37
Đồng Nai 4,131.4,119.9,2.5,117.4
Đơn Dương,56.25,62.36,25.0,37.36
Đại Ninh,58.0,155.0,100.0,55.0
Hàm Thuận,168.1,174.8,50.0,124.8
Đa Mi,148.15,132.59,0.9,131.69
Pleikrông,440.0,440.0,236.0,204.0
Ialy,696.0,696.0,296.0,400.0
Sê San 3,700.0,683.0,197.0,486.0
Sê San 3A,725.0,725.0,125.0,600.0
Sê San 4,899.0,899.0,224.0,675.0
Kanak,531.0,29.0,0.0,29.0
An Khê,299.34,298.0,250.0,48.0
Srêpốk 3,827.0,827.0,420.0,407.0
Buôn Kuốp,569.0,593.0,283.0,310.0
Buôn Tua Srah,563.0,423.0,243.0,180.0
Đồng Nai 3,154.8,82.0,0.0,82.0
Đồng Nai 4,78.43,78.43,2.5,75.93
Đơn Dương,119.53,60.38,25.0,35.38
Đại Ninh,121.0,48.7,0.7,48.0
Hàm Thuận,205.22,144.88,20.0,124.88
Đa Mi,132.21,132.21,1.06,131.15
Pleikrông,376.0,306.0,102.0,204.0
Ialy,562.0,562.0,162.0,400.0
Sê San 3,580.0,580.0,94.0,486.0
Sê San 3A,651.0,651.0,42.0,609.0
Sê San 4,899.0,899.0,224.0,675.0
Kanak,70.9,79.0,50.0,29.0
An Khê,198.75,168.0,150.0,18.0
Srêpốk 3,789.0,622.0,210.0,412.0
Buôn Kuốp,585.0,595.0,286.0,309.0
Buôn Tua Srah,397.0,315.0,135.0,180.0
Đồng Nai 3,250.54,177.76,0.0,177.76
Đồng Nai 4,188.76,200.22,2.5,197.72
Đơn Dương,72.95,52.42,15.0,37.42
Đại Ninh,70.0,55.7,0.7,55.0
Hàm Thuận,164.93,144.82,20.0,124.82
Đa Mi,131.92,131.92,1.0,130.92
Pleikrông,236.0,306.0,102.0,204.0
Ialy,531.0,447.0,47.0,400.0
Sê San 3,484.0,496.0,10.0,486.0
Sê San 3A,491.0,511.0,0.0,511.0
Sê San 4,787.0,787.0,112.0,675.0
Kanak,82.6,79.0,50.0,29.0
An Khê,197.85,198.0,150.0,48.0
Srêpốk 3,827.0,762.0,350.0,412.0
Buôn Kuốp,659.0,669.0,360.0,309.0
Buôn Tua Srah,302.0,315.0,135.0,180.0
Đồng Nai 3,223.72,150.94,0.0,150.94
Đồng Nai 4,169.16,192.08,2.5,189.58
Đơn Dương,42.71,37.36,0.0,37.36
Đại Ninh,58.0,45.7,0.7,45.0
Hàm Thuận,167.64,127.41000000000001,2.9,124.51
Đa Mi,134.49,134.48,1.0,133.48
Pleikrông,306.0,306.0,102.0,204.0
Ialy,531.0,447.0,47.0,400.0
Sê San 3,496.0,496.0,10.0,486.0
Sê San 3A,510.0,590.0,0.0,590.0
Sê San 4,675.0,675.0,0.0,675.0
Kanak,36.7,29.0,0.0,29.0
An Khê,76.52,78.0,30.0,48.0
Srêpốk 3,872.0,867.0,455.0,412.0
Buôn Kuốp,720.0,773.0,463.0,310.0
Buôn Tua Srah,263.0,234.0,54.0,180.0
Đồng Nai 3,180.5,165.94,0.0,165.94
Đồng Nai 4,185.37,196.83,2.5,194.33
Đơn Dương,40.16,37.34,0.0,37.34
Đại Ninh,39.0,55.7,0.7,55.0
Hàm Thuận,140.82,127.41000000000001,2.9,124.51
Đa Mi,128.14,132.01,0.45,131.56
Pleikrông,304.0,234.0,30.0,204.0
Ialy,485.0,485.0,85.0,400.0
Sê San 3,496.0,496.0,10.0,486.0
Sê San 3A,516.0,533.0,0.0,533.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,37.5,29.0,0.0,29.0
An Khê,74.28,78.0,30.0,48.0
Srêpốk 3,899.0,867.0,455.0,412.0
Buôn Kuốp,726.0,736.0,428.0,308.0
Buôn Tua Srah,274.0,259.0,81.0,178.0
Đồng Nai 3,217.99,86.99,0.0,86.99
Đồng Nai 4,123.41,123.41,2.5,120.91
Đơn Dương,61.18,37.34,0.0,37.34
Đại Ninh,114.0,42.0,20.0,22.0
Hàm Thuận,113.04,127.14,2.9,124.24
Đa Mi,130.88,130.89,0.01,130.88
Pleikrông,304.0,234.0,30.0,204.0
Ialy,532.0,447.0,47.0,400.0
Sê San 3,463.0,496.0,10.0,486.0
Sê San 3A,500.0,606.0,0.0,606.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,33.1,29.0,0.0,29.0
An Khê,74.36,78.0,30.0,48.0
Srêpốk 3,895.0,867.0,455.0,412.0
Buôn Kuốp,754.0,771.0,463.0,308.0
Buôn Tua Srah,226.0,259.0,81.0,178.0
Đồng Nai 3,131.01,0.0,0.0,0.0
Đồng Nai 4,40.59,17.68,2.5,15.18
Đơn Dương,41.41,62.06,25.0,37.06
Đại Ninh,66.0,75.0,20.0,55.0
Hàm Thuận,120.44,127.14,2.9,124.24
Đa Mi,124.3,133.05,0.0,133.05
Pleikrông,312.0,234.0,30.0,204.0
Ialy,618.0,447.0,47.0,400.0
Sê San 3,484.0,496.0,10.0,486.0
Sê San 3A,500.0,566.0,0.0,566.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,28.5,29.0,0.0,29.0
An Khê,79.04,78.0,30.0,48.0
Srêpốk 3,795.0,832.0,420.0,412.0
Buôn Kuốp,682.0,663.0,354.0,309.0
Buôn Tua Srah,220.0,205.0,27.0,178.0
Đồng Nai 3,136.98,64.2,0.0,64.2
Đồng Nai 4,117.34,117.34,2.5,114.84
Đơn Dương,40.23,37.32,0.0,37.32
Đại Ninh,63.0,75.0,20.0,55.0
Hàm Thuận,95.99,95.99000000000001,2.9,93.09
Đa Mi,93.09,121.38,0.0,121.38
Pleikrông,312.0,234.0,30.0,204.0
Ialy,534.0,447.0,47.0,400.0
Sê San 3,496.0,496.0,10.0,486.0
Sê San 3A,500.0,598.0,0.0,598.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,26.8,29.0,0.0,29.0
An Khê,79.64,78.0,30.0,48.0
Srêpốk 3,748.0,692.0,280.0,412.0
Buôn Kuốp,625.0,634.0,324.0,310.0
Buôn Tua Srah,205.0,205.0,27.0,178.0
Đồng Nai 3,146.93,176.04,0.0,176.04
Đồng Nai 4,178.58,201.5,2.5,199.0
Đơn Dương,34.73,37.05,0.0,37.05
Đại Ninh,45.0,54.7,0.7,54.0
Hàm Thuận,85.01,127.30000000000001,2.9,124.4
Đa Mi,127.36,133.74,0.0,133.74
Pleikrông,244.0,244.0,40.0,204.0
Ialy,534.0,447.0,47.0,400.0
Sê San 3,496.0,496.0,10.0,486.0
Sê San 3A,508.0,577.0,0.0,577.0
Sê San 4,699.0,772.0,112.0,660.0
Kanak,27.2,29.0,0.0,29.0
An Khê,79.22,78.0,30.0,48.0
Srêpốk 3,655.0,692.0,280.0,412.0
Buôn Kuốp,580.0,566.0,255.0,311.0
Buôn Tua Srah,197.0,205.0,27.0,178.0
Đồng Nai 3,146.93,176.04,0.0,176.04
Đồng Nai 4,179.84,202.76,2.5,200.26
Đơn Dương,35.03,37.35,0.0,37.35
Đại Ninh,37.0,36.7,0.7,36.0
Hàm Thuận,77.71,127.05000000000001,2.9,124.15
Đa Mi,131.24,134.58,0.0,134.58
Pleikrông,214.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,492.0,496.0,10.0,486.0
Sê San 3A,506.0,564.0,0.0,564.0
Sê San 4,772.0,772.0,112.0,660.0
Kanak,32.6,29.0,0.0,29.0
An Khê,75.44,78.0,30.0,48.0
Srêpốk 3,633.0,587.0,175.0,412.0
Buôn Kuốp,531.0,526.0,216.0,310.0
Buôn Tua Srah,179.0,205.0,27.0,178.0
Đồng Nai 3,132.21,175.88,0.0,175.88
Đồng Nai 4,181.12,204.04,2.5,201.54
Đơn Dương,33.71,37.02,0.0,37.02
Đại Ninh,32.0,55.7,0.7,55.0
Hàm Thuận,86.74,126.92,2.9,124.02
Đa Mi,124.1,132.94,0.0,132.94
Pleikrông,284.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,432.0,486.0,0.0,486.0
Sê San 3A,496.0,564.0,0.0,564.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,30.5,29.0,0.0,29.0
An Khê,80.43,78.0,30.0,48.0
Srêpốk 3,543.0,552.0,140.0,412.0
Buôn Kuốp,438.0,418.0,107.0,311.0
Buôn Tua Srah,152.0,178.0,0.0,178.0
Đồng Nai 3,161.32,175.88,0.0,175.88
Đồng Nai 4,226.95,204.04,2.5,201.54
Đơn Dương,37.66,37.37,0.0,37.37
Đại Ninh,32.0,56.0,1.0,55.0
Hàm Thuận,80.19,127.12,2.9,124.22
Đa Mi,124.64,132.97,0.0,132.97
Pleikrông,214.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,429.0,496.0,10.0,486.0
Sê San 3A,564.0,564.0,0.0,564.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,29.1,29.0,0.0,29.0
An Khê,76.81,78.0,30.0,48.0
Srêpốk 3,519.0,482.0,70.0,412.0
Buôn Kuốp,409.0,418.0,108.0,310.0
Buôn Tua Srah,111.0,178.0,0.0,178.0
Đồng Nai 3,161.32,175.88,0.0,175.88
Đồng Nai 4,186.59,186.59,2.5,184.09
Đơn Dương,32.4,37.34,0.0,37.34
Đại Ninh,24.0,19.7,0.7,19.0
Hàm Thuận,70.79,127.64,2.9,124.74
Đa Mi,127.36,133.75,0.0,133.75
Pleikrông,284.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,444.0,486.0,0.0,486.0
Sê San 3A,487.0,514.0,0.0,514.0
Sê San 4,513.0,660.0,0.0,660.0
Kanak,30.9,29.0,0.0,29.0
An Khê,169.86,168.0,120.0,48.0
Srêpốk 3,498.0,517.0,105.0,412.0
Buôn Kuốp,395.0,419.0,108.0,311.0
Buôn Tua Srah,152.0,178.0,0.0,178.0
Đồng Nai 3,175.88,175.88,0.0,175.88
Đồng Nai 4,171.59,205.96,2.5,203.46
Đơn Dương,26.86,37.03,0.0,37.03
Đại Ninh,32.0,55.7,0.7,55.0
Hàm Thuận,120.6,127.30000000000001,2.9,124.4
Đa Mi,125.97,132.64,0.0,132.64
Pleikrông,214.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,486.0,486.0,0.0,486.0
Sê San 3A,499.0,520.0,0.0,520.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,205.0,29.0,0.0,29.0
An Khê,82.49,68.0,20.0,48.0
Srêpốk 3,473.0,482.0,70.0,412.0
Buôn Kuốp,373.0,383.0,72.0,311.0
Buôn Tua Srah,169.0,178.0,0.0,178.0
Đồng Nai 3,158.19,158.19,0.0,158.19
Đồng Nai 4,161.55,161.55,2.5,159.05
Đơn Dương,129.0,37.12,0.0,37.12
Đại Ninh,278.0,26.7,0.7,26.0
Hàm Thuận,93.08,126.60000000000001,2.9,123.7
Đa Mi,125.5,133.56,0.0,133.56
Pleikrông,214.0,214.0,10.0,204.0
Ialy,326.0,416.0,16.0,400.0
Sê San 3,445.0,486.0,0.0,486.0
Sê San 3A,489.0,530.0,0.0,530.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,98.1,229.0,200.0,29.0
An Khê,298.57,298.0,250.0,48.0
Srêpốk 3,345.0,475.0,70.0,405.0
Buôn Kuốp,396.0,259.0,72.0,187.0
Buôn Tua Srah,161.0,197.0,108.0,89.0
Đồng Nai 3,146.77,175.88,0.0,175.88
Đồng Nai 4,184.94,207.86,2.5,205.36
Đơn Dương,79.52,87.08,50.0,37.08
Đại Ninh,30.0,55.7,0.7,55.0
Hàm Thuận,73.12,126.76,2.9,123.86
Đa Mi,126.8,133.47,0.0,133.47
Pleikrông,214.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,449.0,486.0,0.0,486.0
Sê San 3A,494.0,545.0,0.0,545.0
Sê San 4,513.0,660.0,0.0,660.0
Kanak,59.8,59.0,30.0,29.0
An Khê,92.54,78.0,30.0,48.0
Srêpốk 3,510.0,482.0,70.0,412.0
Buôn Kuốp,410.0,419.0,109.0,310.0
Buôn Tua Srah,262.0,313.0,135.0,178.0
Đồng Nai 3,175.88,175.88,0.0,175.88
Đồng Nai 4,182.4,205.32,2.5,202.82
Đơn Dương,390.19,387.28,350.0,37.28
Đại Ninh,215.0,355.0,300.0,55.0
Hàm Thuận,106.84,126.95,2.9,124.05
Đa Mi,124.83,132.89,0.0,132.89
Pleikrông,214.0,214.0,10.0,204.0
Ialy,416.0,416.0,16.0,400.0
Sê San 3,463.0,496.0,10.0,486.0
Sê San 3A,499.0,563.0,0.0,563.0
Sê San 4,660.0,660.0,0.0,660.0
Kanak,69.2,59.0,30.0,29.0
An Khê,78.67,78.0,30.0,48.0
Srêpốk 3,659.0,622.0,210.0,412.0
Buôn Kuốp,502.0,526.0,216.0,310.0
Buôn Tua Srah,291.0,342.0,164.0,178.0
Đồng Nai 3,332.0,331.88,150.0,181.88
Đồng Nai 4,309.63,275.26,75.0,200.26
Đơn Dương,116.65,137.29,100.0,37.29
Đại Ninh,402.0,355.0,300.0,55.0
Hàm Thuận,73.72,127.36,2.9,124.46
Đa Mi,125.8,133.85,0.0,133.85
Pleikrông,214.0,214.0,10.0,204.0
Ialy,327.0,416.0,16.0,400.0
Sê San 3,471.0,496.0,10.0,486.0
Sê San 3A,498.0,517.0,0.0,517.0
Sê San 4,612.0,465.0,0.0,465.0
Kanak,48.4,59.0,30.0,29.0
An Khê,166.54,168.0,120.0,48.0
Srêpốk 3,657.0,657.0,245.0,412.0
Buôn Kuốp,479.0,562.0,252.0,310.0
Buôn Tua Srah,233.0,259.0,81.0,178.0
Đồng Nai 3,281.88,281.88,100.0,181.88
Đồng Nai 4,259.98,296.44,100.0,196.44
Đơn Dương,87.6,87.31,50.0,37.31
Đại Ninh,139.0,105.0,50.0,55.0
Hàm Thuận,73.72,127.36,2.9,124.46
