tên hồ,Qve,Tqx,Qxt,Qxm
Sông Bung 2,3.18,32.64,0.0,32.64
Vĩnh Sơn A,5.78,13.2,0.0,13.2
Sông Bung 4,32.83,141.0,0.0,141.0
Vĩnh Sơn B,0.3,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,5.7,5.7,5.7,0.0
Sông Ba Hạ,58.0,193.0,0.0,193.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,5.07,75.2,0.0,75.2
Sông Bung 2,6.7,32.64,0.0,32.64
Vĩnh Sơn A,2.95,13.2,0.0,13.2
Sông Bung 4,24.78,169.0,0.0,169.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,26.12,5.7,5.7,0.0
Sông Ba Hạ,95.0,320.0,0.0,320.0
Sông Hinh,54.83,54.83,0.0,54.83
A Vương,10.5,63.1,0.0,63.1
Sông Bung 2,7.81,28.56,0.0,28.56
Vĩnh Sơn A,0.48,7.6,0.0,7.6
Sông Bung 4,15.94,52.0,0.0,52.0
Vĩnh Sơn B,0.4,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,26.12,5.7,5.7,0.0
Sông Ba Hạ,42.0,0.0,0.0,0.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,4.57,74.7,0.0,74.7
Sông Bung 2,6.7,32.64,0.0,32.64
Vĩnh Sơn A,9.042699335548173,13.2,0.0,13.2
Sông Bung 4,30.83,139.0,0.0,139.0
Vĩnh Sơn B,0.4,0.0,0.0,0.0
Vĩnh Sơn C,3.6,0.0,0.0,0.0
Sông Tranh 2,32.17,113.7,5.7,108.0
Sông Ba Hạ,52.0,190.0,0.0,190.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,17.0,69.6,0.0,69.6
Sông Bung 2,4.56,30.5,0.0,30.5
Vĩnh Sơn A,1.25,13.2,0.0,13.2
Sông Bung 4,47.94,84.0,0.0,84.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,11.61,113.7,5.7,108.0
Sông Ba Hạ,52.0,0.0,0.0,0.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,4.17,74.3,0.0,74.3
Sông Bung 2,1.52,32.64,0.0,32.64
Vĩnh Sơn A,4.38,13.2,0.0,13.2
Sông Bung 4,60.89,133.0,0.0,133.0
Vĩnh Sơn B,2.1,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,11.74,113.7,5.7,108.0
Sông Ba Hạ,43.0,127.0,0.0,127.0
Sông Hinh,161.5846898895497,54.83,0.0,54.83
A Vương,5.47,75.6,0.0,75.6
Sông Bung 2,7.51,17.88,0.0,17.88
Vĩnh Sơn A,1.25,13.2,0.0,13.2
Sông Bung 4,30.83,139.0,0.0,139.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.6,0.0,0.0,0.0
Sông Tranh 2,11.59,113.7,5.7,108.0
Sông Ba Hạ,39.0,0.0,0.0,0.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,19.73,54.8,0.0,54.8
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,9.042699335548173,11.5,0.0,11.5
Sông Bung 4,15.94,52.0,0.0,52.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,31.2,112.7,5.7,107.0
Sông Ba Hạ,27.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,54.83,0.0,54.83
A Vương,16.7,69.3,0.0,69.3
Sông Bung 2,5.44,15.81,0.0,15.81
Vĩnh Sơn A,9.042699335548173,6.6,0.0,6.6
Sông Bung 4,32.43,140.6,0.0,140.6
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,10.64,112.7,5.7,107.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,17.79,54.83,0.0,54.83
A Vương,15.4,68.0,0.0,68.0
Sông Bung 2,5.41,15.78,0.0,15.78
Vĩnh Sơn A,9.042699335548173,6.6,0.0,6.6
Sông Bung 4,28.83,137.0,0.0,137.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.3,0.0,0.0,0.0
Sông Tranh 2,11.77,113.7,5.7,108.0
Sông Ba Hạ,26.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,54.83,0.0,54.83
A Vương,4.07,74.2,0.0,74.2
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,1.95,13.2,0.0,13.2
Sông Bung 4,19.78,164.0,0.0,164.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,17.67,221.7,5.7,216.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,4.67,74.8,0.0,74.8
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,5.08,13.2,0.0,13.2
Sông Bung 4,21.89,94.0,0.0,94.0
Vĩnh Sơn B,2.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,12.72,216.7,5.7,211.0
Sông Ba Hạ,36.0,254.0,0.0,254.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,16.03,51.1,0.0,51.1
Sông Bung 2,4.63,15.0,0.0,15.0
Vĩnh Sơn A,4.0,12.0,0.0,12.0
Sông Bung 4,45.94,82.0,0.0,82.0
Vĩnh Sơn B,2.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,9.06,207.98,5.7,202.28
Sông Ba Hạ,33.0,0.0,0.0,0.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,4.77,74.9,0.0,74.9
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,5.2,13.2,0.0,13.2
Sông Bung 4,44.94,81.0,0.0,81.0
Vĩnh Sơn B,2.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,20.77,219.7,5.7,214.0
Sông Ba Hạ,33.0,0.0,0.0,0.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,3.77,73.9,0.0,73.9
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,9.042699335548173,13.2,0.0,13.2
Sông Bung 4,17.78,162.0,0.0,162.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,22.89,221.7,5.7,216.0
Sông Ba Hạ,30.0,363.0,0.0,363.0
Sông Hinh,161.5846898895497,54.83,0.0,54.83
A Vương,4.17,74.3,0.0,74.3
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,1.7,13.2,0.0,13.2
Sông Bung 4,20.78,165.0,0.0,165.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,19.78,110.2,5.7,104.5
Sông Ba Hạ,31.0,0.0,0.0,0.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,9.88,73.7,0.0,73.7
Sông Bung 2,0.76,16.32,0.0,16.32
Vĩnh Sơn A,9.042699335548173,10.0,0.0,10.0
Sông Bung 4,65.0,65.0,0.0,65.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.27,111.7,5.7,106.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,15.07,48.96,0.0,48.96
A Vương,7.33,55.2,0.0,55.2
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,1.7,13.2,0.0,13.2
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.39,111.7,5.7,106.0
Sông Ba Hạ,45.0,0.0,0.0,0.0
Sông Hinh,20.94,54.83,0.0,54.83
A Vương,4.38,68.2,0.0,68.2
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,4.0,12.0,0.0,12.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,19.74,110.2,5.7,104.5
Sông Ba Hạ,40.0,0.0,0.0,0.0
Sông Hinh,13.11,47.0,0.0,47.0
A Vương,15.89,47.8,0.0,47.8
Sông Bung 2,0.62,14.28,0.0,14.28
Vĩnh Sơn A,4.0,12.0,0.0,12.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.3,111.7,5.7,106.0
Sông Ba Hạ,43.0,0.0,0.0,0.0
Sông Hinh,43.08,43.08,0.0,43.08
A Vương,0.43,48.3,0.0,48.3
Sông Bung 2,5.17,14.28,0.0,14.28
Vĩnh Sơn A,7.0,12.0,0.0,12.0
Sông Bung 4,19.94,56.0,0.0,56.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.72,112.2,5.7,106.5
Sông Ba Hạ,28.0,0.0,0.0,0.0
Sông Hinh,12.07,43.08,0.0,43.08
A Vương,14.63,62.5,0.0,62.5
Sông Bung 2,9.73,14.28,0.0,14.28
Vĩnh Sơn A,1.0,12.0,0.0,12.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.77,112.2,5.7,106.5
Sông Ba Hạ,32.0,0.0,0.0,0.0
Sông Hinh,47.0,47.0,0.0,47.0
A Vương,12.28,76.1,0.0,76.1
Sông Bung 2,7.21,16.32,0.0,16.32
Vĩnh Sơn A,4.0,12.0,0.0,12.0
Sông Bung 4,16.94,53.0,0.0,53.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,22.26,112.7,5.7,107.0
Sông Ba Hạ,32.0,120.0,0.0,120.0
Sông Hinh,161.5846898895497,50.92,0.0,50.92
A Vương,5.28,69.1,0.0,69.1
Sông Bung 2,4.7,18.36,0.0,18.36
Vĩnh Sơn A,5.2,13.2,0.0,13.2
Sông Bung 4,17.94,54.0,0.0,54.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,19.75,110.2,5.7,104.5
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,16.77,47.78,0.0,47.78
A Vương,5.28,69.1,0.0,69.1
Sông Bung 2,5.32,32.64,0.0,32.64
Vĩnh Sơn A,1.6,6.6,0.0,6.6
Sông Bung 4,17.94,54.0,0.0,54.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.68,111.7,5.7,106.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,15.99,47.0,0.0,47.0
A Vương,15.83,63.7,0.0,63.7
Sông Bung 2,27.94,14.28,0.0,14.28
Vĩnh Sơn A,1.0,6.0,0.0,6.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,21.43,111.7,5.7,106.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,12.07,43.08,0.0,43.08
A Vương,16.13,64.0,0.0,64.0
Sông Bung 2,5.17,14.28,0.0,14.28
Vĩnh Sơn A,9.042699335548173,6.0,0.0,6.0
Sông Bung 4,55.0,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,37.34,109.7,5.7,104.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,12.07,43.08,0.0,43.08
A Vương,12.33,60.2,0.0,60.2
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,1.0,6.0,0.0,6.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,37.48,109.7,5.7,104.0
Sông Ba Hạ,205.45003872966691,0.0,0.0,0.0
Sông Hinh,12.07,43.08,0.0,43.08
A Vương,4.18,68.0,0.0,68.0
Sông Bung 2,5.95,16.32,0.0,16.32
Vĩnh Sơn A,1.0,6.0,0.0,6.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,55.39,109.7,5.7,104.0
Sông Ba Hạ,205.45003872966694,0.0,0.0,0.0
Sông Hinh,12.07,43.08,0.0,43.08
A Vương,23.63,71.5,0.0,71.5
Sông Bung 2,11.13,16.32,0.0,16.32
Vĩnh Sơn A,2.0,6.0,0.0,6.0
Sông Bung 4,50.89,123.0,0.0,123.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,55.52,109.7,5.7,104.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,23.82,54.83,0.0,54.83
A Vương,10.03,57.9,0.0,57.9
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,2.0,6.0,0.0,6.0
Sông Bung 4,17.94,54.0,0.0,54.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,17.37,107.8,5.7,102.1
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,23.5,0.0,23.5
A Vương,10.13,58.0,0.0,58.0
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,9.042699335548173,6.0,0.0,6.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,19.41,109.7,5.7,104.0
Sông Ba Hạ,33.0,0.0,0.0,0.0
Sông Hinh,96.08,39.17,0.0,39.17
A Vương,11.69,43.6,0.0,43.6
Sông Bung 2,24.65,14.28,0.0,14.28
Vĩnh Sơn A,2.6,12.6,0.0,12.6
Sông Bung 4,17.94,54.0,0.0,54.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,19.4,109.7,5.7,104.0
Sông Ba Hạ,34.0,0.0,0.0,0.0
Sông Hinh,10.71,39.17,0.0,39.17
A Vương,11.69,43.6,0.0,43.6
Sông Bung 2,3.91,14.28,0.0,14.28
Vĩnh Sơn A,1.0,8.0,0.0,8.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,24.5,169.11999999999998,5.7,163.42
Sông Ba Hạ,36.0,0.0,0.0,0.0
Sông Hinh,29.38,29.38,0.0,29.38
A Vương,10.93,58.8,0.0,58.8
Sông Bung 2,9.09,14.28,0.0,14.28
Vĩnh Sơn A,9.042699335548173,3.0,0.0,3.0
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,11.67,138.23999999999998,5.7,132.54
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,28.2,0.0,28.2
A Vương,11.69,43.6,0.0,43.6
Sông Bung 2,29.84,14.28,0.0,14.28
Vĩnh Sơn A,2.6,6.6,0.0,6.6
Sông Bung 4,18.94,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,21.23,111.7,5.7,106.0
Sông Ba Hạ,34.0,0.0,0.0,0.0
Sông Hinh,23.5,23.5,0.0,23.5
A Vương,15.29,47.2,0.0,47.2
Sông Bung 2,19.47,14.28,0.0,14.28
Vĩnh Sơn A,2.1,9.1,0.0,9.1
Sông Bung 4,22.89,95.0,0.0,95.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,11.21,201.79999999999998,5.7,196.1
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,31.33,0.0,31.33
A Vương,7.78,71.6,0.0,71.6
Sông Bung 2,9.09,14.28,0.0,14.28
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,55.0,55.0,0.0,55.0
Vĩnh Sơn B,1.0,0.0,0.0,0.0
Vĩnh Sơn C,3.0,0.0,0.0,0.0
Sông Tranh 2,21.28,111.7,5.7,106.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,15.67,15.67,0.0,15.67
A Vương,5.78,69.6,0.0,69.6
Sông Bung 2,19.47,14.28,0.0,14.28
Vĩnh Sơn A,1.8,12.0,0.0,12.0
Sông Bung 4,10.39,82.5,0.0,82.5
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,34.84,192.07999999999998,5.7,186.38
Sông Ba Hạ,39.0,0.0,0.0,0.0
Sông Hinh,43.08,43.08,0.0,43.08
A Vương,6.88,70.7,0.0,70.7
Sông Bung 2,7.25,28.0,0.0,28.0
Vĩnh Sơn A,3.0,13.2,0.0,13.2
Sông Bung 4,28.0,92.0,0.0,92.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,25.94,199.03,5.7,193.33
Sông Ba Hạ,37.0,0.0,0.0,0.0
Sông Hinh,20.5,48.96,0.0,48.96
A Vương,7.73,55.6,0.0,55.6
Sông Bung 2,7.81,28.56,0.0,28.56
Vĩnh Sơn A,6.0,13.2,0.0,13.2
Sông Bung 4,43.0,75.0,0.0,75.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,25.97,120.33,5.7,114.63
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,12.67,41.12,0.0,41.12
A Vương,2.09,34.0,0.0,34.0
Sông Bung 2,7.81,28.56,0.0,28.56
Vĩnh Sơn A,2.8,10.0,0.0,10.0
Sông Bung 4,43.0,75.0,0.0,75.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,25.93,151.82999999999998,5.7,146.13
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,23.5,0.0,23.5
A Vương,9.93,57.8,0.0,57.8
Sông Bung 2,1.24,28.56,0.0,28.56
Vĩnh Sơn A,9.042699335548173,13.2,0.0,13.2
Sông Bung 4,24.0,56.0,0.0,56.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,20.87,209.7,5.7,204.0
Sông Ba Hạ,38.0,0.0,0.0,0.0
Sông Hinh,28.2,28.2,0.0,28.2
A Vương,11.39,68.9,0.0,68.9
Sông Bung 2,0.77,32.64,0.0,32.64
Vĩnh Sơn A,1.8,6.0,0.0,6.0
Sông Bung 4,33.0,129.0,0.0,129.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,19.83,192.78,5.7,187.08
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,25.04,50.92,0.0,50.92
A Vương,7.29,64.8,0.0,64.8
Sông Bung 2,5.8,28.56,0.0,28.56
Vĩnh Sơn A,2.8,10.0,0.0,10.0
Sông Bung 4,21.0,85.0,0.0,85.0
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,28.9,107.7,5.7,102.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,17.6,43.48,0.0,43.48
A Vương,7.99,65.5,0.0,65.5
Sông Bung 2,1.24,28.56,0.0,28.56
Vĩnh Sơn A,4.5,11.6,0.0,11.6
Sông Bung 4,43.0,75.0,0.0,75.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,14.39,108.7,5.7,103.0
Sông Ba Hạ,36.0,0.0,0.0,0.0
Sông Hinh,1.54,27.42,0.0,27.42
A Vương,11.09,68.6,0.0,68.6
Sông Bung 2,5.32,32.64,0.0,32.64
Vĩnh Sơn A,6.1,13.2,0.0,13.2
Sông Bung 4,43.0,75.0,0.0,75.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,13.23,107.7,5.7,102.0
Sông Ba Hạ,35.0,203.0,0.0,203.0
Sông Hinh,25.82,51.7,0.0,51.7
A Vương,11.69,69.2,0.0,69.2
Sông Bung 2,3.79,31.11,0.0,31.11
Vĩnh Sơn A,2.35,6.3,0.0,6.3
Sông Bung 4,48.5,112.5,0.0,112.5
Vĩnh Sơn B,0.7,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,19.78,98.44,5.7,92.74
Sông Ba Hạ,36.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,43.87,0.0,43.87
A Vương,11.69,69.2,0.0,69.2
Sông Bung 2,4.88,32.2,0.0,32.2
Vĩnh Sơn A,2.55,6.4,0.0,6.4
Sông Bung 4,33.0,129.0,0.0,129.0
Vĩnh Sơn B,0.6,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,12.93,91.55,5.7,85.85
Sông Ba Hạ,26.0,0.0,0.0,0.0
Sông Hinh,5.45,31.33,0.0,31.33
A Vương,11.69,69.2,0.0,69.2
Sông Bung 2,5.76,30.6,0.0,30.6
Vĩnh Sơn A,2.15,6.0,0.0,6.0
Sông Bung 4,12.0,76.0,0.0,76.0
Vĩnh Sơn B,0.6,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,13.23,107.7,5.7,102.0
Sông Ba Hạ,34.0,120.0,0.0,120.0
Sông Hinh,161.5846898895497,23.5,0.0,23.5
A Vương,10.89,68.4,0.0,68.4
Sông Bung 2,3.87,20.23,0.0,20.23
Vĩnh Sơn A,2.3,3.3,0.0,3.3
Sông Bung 4,44.8,108.8,0.0,108.8
Vĩnh Sơn B,0.6,0.0,0.0,0.0
Vĩnh Sơn C,0.4,0.0,0.0,0.0
Sông Tranh 2,13.27,107.7,5.7,102.0
Sông Ba Hạ,33.0,0.0,0.0,0.0
Sông Hinh,17.99,43.87,0.0,43.87
A Vương,11.89,69.4,0.0,69.4
Sông Bung 2,10.75,15.3,0.0,15.3
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,33.0,65.0,0.0,65.0
Vĩnh Sơn B,0.7,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,14.25,108.7,5.7,103.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,25.85,0.0,25.85
A Vương,18.17,61.3,0.0,61.3
Sông Bung 2,21.19,30.3,0.0,30.3
Vĩnh Sơn A,1.85,0.0,0.0,0.0
Sông Bung 4,12.0,76.0,0.0,76.0
Vĩnh Sơn B,0.7,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,14.23,108.7,5.7,103.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,46.22,46.22,0.0,46.22
A Vương,15.54,44.3,0.0,44.3
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,1.85,0.0,0.0,0.0
Sông Bung 4,45.0,77.0,0.0,77.0
Vĩnh Sơn B,0.7,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,28.85,111.2,5.7,105.5
Sông Ba Hạ,27.0,0.0,0.0,0.0
Sông Hinh,15.61,37.99,0.0,37.99
A Vương,3.07,46.2,0.0,46.2
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,2.15,6.0,0.0,6.0
Sông Bung 4,44.0,76.0,0.0,76.0
Vĩnh Sơn B,0.7,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,25.47,107.7,5.7,102.0
Sông Ba Hạ,29.0,0.0,0.0,0.0
Sông Hinh,47.0,47.0,0.0,47.0
A Vương,16.47,59.6,0.0,59.6
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,2.15,6.0,0.0,6.0
Sông Bung 4,23.0,55.0,0.0,55.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,14.55,110.7,5.7,105.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,12.08,34.47,0.0,34.47
A Vương,6.37,49.5,0.0,49.5
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,1.35,5.0,0.0,5.0
Sông Bung 4,25.0,57.0,0.0,57.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,42.09,110.7,5.7,105.0
Sông Ba Hạ,26.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,17.23,0.0,17.23
A Vương,5.27,48.4,0.0,48.4
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,1.35,5.0,0.0,5.0
Sông Bung 4,24.0,56.0,0.0,56.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,22.45,104.7,5.7,99.0
Sông Ba Hạ,32.0,200.0,0.0,200.0
Sông Hinh,1.12,23.5,0.0,23.5
A Vương,2.09,59.6,0.0,59.6
Sông Bung 2,4.95,28.56,0.0,28.56
Vĩnh Sơn A,5.61,12.0,0.0,12.0
Sông Bung 4,52.2,52.2,0.0,52.2
Vĩnh Sơn B,0.4,0.0,0.0,0.0
Vĩnh Sơn C,0.3,0.0,0.0,0.0
Sông Tranh 2,10.24,106.2,5.7,100.5
Sông Ba Hạ,196.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,19.58,0.0,19.58
A Vương,18.47,61.6,0.0,61.6
Sông Bung 2,4.95,28.56,0.0,28.56
