tên hồ,Qve,Tqx,Qxt,Qxm
Sông Tranh 2,60.51,170.67,5.7,164.97
Sông Ba Hạ,175.0,386.0,0.0,386.0
Sông Hinh,9.32,56.4,0.0,56.4
A Vương,35.74,74.2,0.0,74.2
Sông Bung 2,11.89,32.64,0.0,32.64
Vĩnh Sơn A,2.67,9.1,0.0,9.1
Sông Bung 4,84.0,148.0,0.0,148.0
Vĩnh Sơn B,2.71,0.0,0.0,0.0
Vĩnh Sơn C,2.33,0.0,0.0,0.0
Sông Tranh 2,60.33,186.17999999999998,5.7,180.48
Sông Ba Hạ,179.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,17.92,75.6,0.0,75.6
Sông Bung 2,9.88,32.64,0.0,32.64
Vĩnh Sơn A,4.01,10.8,0.0,10.8
Sông Bung 4,116.0,148.0,0.0,148.0
Vĩnh Sơn B,0.43,0.0,0.0,0.0
Vĩnh Sơn C,3.11,0.0,0.0,0.0
Sông Tranh 2,84.61,178.95,5.7,173.25
Sông Ba Hạ,190.0,400.0,0.0,400.0
Sông Hinh,9.32,56.4,0.0,56.4
A Vương,37.14,75.6,0.0,75.6
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,3.71,10.5,0.0,10.5
Sông Bung 4,84.0,148.0,0.0,148.0
Vĩnh Sơn B,3.86,0.0,0.0,0.0
Vĩnh Sơn C,3.11,0.0,0.0,0.0
Sông Tranh 2,50.47,207.7,5.7,202.0
Sông Ba Hạ,105.0,400.0,0.0,400.0
Sông Hinh,9.32,56.4,0.0,56.4
A Vương,17.92,75.6,0.0,75.6
Sông Bung 2,9.88,32.64,0.0,32.64
Vĩnh Sơn A,3.09,10.24,0.0,10.24
Sông Bung 4,84.0,148.0,0.0,148.0
Vĩnh Sơn B,1.57,0.0,0.0,0.0
Vĩnh Sơn C,3.11,0.0,0.0,0.0
Sông Tranh 2,20.96,209.7,5.7,204.0
Sông Ba Hạ,106.0,400.0,0.0,400.0
Sông Hinh,143.56,56.4,0.0,56.4
A Vương,23.0,75.6,0.0,75.6
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,5.22,11.3,0.0,11.3
Sông Bung 4,52.0,148.0,0.0,148.0
Vĩnh Sơn B,5.0,0.0,0.0,0.0
Vĩnh Sơn C,3.12,0.0,0.0,0.0
Sông Tranh 2,20.93,209.7,5.7,204.0
Sông Ba Hạ,105.0,389.0,0.0,389.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,23.0,75.6,0.0,75.6
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,6.02,10.3,0.0,10.3
Sông Bung 4,45.5,109.5,0.0,109.5
Vĩnh Sơn B,10.72,0.0,0.0,0.0
Vĩnh Sơn C,4.68,0.0,0.0,0.0
Sông Tranh 2,54.44,211.7,5.7,206.0
Sông Ba Hạ,320.0,389.0,0.0,389.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,23.0,75.6,0.0,75.6
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,6.79,10.0,0.0,10.0
Sông Bung 4,148.0,148.0,0.0,148.0
Vĩnh Sơn B,14.14,0.0,0.0,0.0
Vĩnh Sơn C,3.9,0.0,0.0,0.0
Sông Tranh 2,54.13,195.7,5.7,190.0
Sông Ba Hạ,448.0,389.0,0.0,389.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,40.53,75.6,0.0,75.6
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,4.72,9.0,0.0,9.0
Sông Bung 4,289.0,65.0,0.0,65.0
Vĩnh Sơn B,5.0,0.0,0.0,0.0
Vĩnh Sơn C,3.12,0.0,0.0,0.0
Sông Tranh 2,103.26,197.7,5.7,192.0
Sông Ba Hạ,255.0,240.0,0.0,240.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,40.53,75.6,0.0,75.6
Sông Bung 2,37.19,32.64,0.0,32.64
Vĩnh Sơn A,4.92,9.2,0.0,9.2
Sông Bung 4,160.0,128.0,0.0,128.0
Vĩnh Sơn B,1.57,0.0,0.0,0.0
Vĩnh Sơn C,2.33,0.0,0.0,0.0
Sông Tranh 2,119.09,197.7,5.7,192.0
Sông Ba Hạ,250.0,400.0,0.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,39.73,74.8,0.0,74.8
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,6.43,12.5,0.0,12.5
Sông Bung 4,132.0,68.0,0.0,68.0
Vĩnh Sơn B,5.0,0.0,0.0,0.0
Vĩnh Sơn C,6.94,0.0,0.0,0.0
Sông Tranh 2,146.27,193.45,5.7,187.75
Sông Ba Hạ,272.0,400.0,0.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,45.53,28.0,0.0,28.0
Sông Bung 2,18.09,27.2,0.0,27.2
Vĩnh Sơn A,8.26,10.4,0.0,10.4
Sông Bung 4,161.17,53.0,0.0,53.0
Vĩnh Sơn B,10.72,0.0,0.0,0.0
Vĩnh Sơn C,2.14,0.0,0.0,0.0
Sông Tranh 2,134.79,197.7,5.7,192.0
Sông Ba Hạ,385.0,400.0,0.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,19.53,2.0,0.0,2.0
Sông Bung 2,13.54,27.2,0.0,27.2
Vĩnh Sơn A,6.64,12.0,0.0,12.0
Sông Bung 4,178.11,106.0,0.0,106.0
Vĩnh Sơn B,8.43,0.0,0.0,0.0
Vĩnh Sơn C,2.14,0.0,0.0,0.0
Sông Tranh 2,73.39,26.279999999999998,5.7,20.58
Sông Ba Hạ,385.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,20.13,55.2,0.0,55.2
Sông Bung 2,18.98,32.64,0.0,32.64
Vĩnh Sơn A,5.36,10.0,0.0,10.0
Sông Bung 4,99.94,136.0,0.0,136.0
Vĩnh Sơn B,3.86,0.0,0.0,0.0
Vĩnh Sơn C,1.33,0.0,0.0,0.0
Sông Tranh 2,69.9,195.7,5.7,190.0
Sông Ba Hạ,330.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,30.63,65.7,0.0,65.7
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,6.08,9.65,0.0,9.65
Sông Bung 4,99.94,136.0,0.0,136.0
Vĩnh Sơn B,5.0,0.0,0.0,0.0
Vĩnh Sơn C,1.6,0.0,0.0,0.0
Sông Tranh 2,101.29,195.7,5.7,190.0
Sông Ba Hạ,300.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,32.57,50.1,0.0,50.1
Sông Bung 2,14.43,32.64,0.0,32.64
Vĩnh Sơn A,6.81,10.38,0.0,10.38
Sông Bung 4,65.89,138.0,0.0,138.0
Vĩnh Sơn B,7.29,0.0,0.0,0.0
Vĩnh Sơn C,1.6,0.0,0.0,0.0
Sông Tranh 2,85.56,195.7,5.7,190.0
Sông Ba Hạ,285.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,38.13,73.2,0.0,73.2
Sông Bung 2,16.94,30.6,0.0,30.6
Vĩnh Sơn A,7.42,10.62,0.0,10.62
Sông Bung 4,74.0,138.0,0.0,138.0
Vĩnh Sơn B,7.29,0.0,0.0,0.0
Vĩnh Sơn C,1.33,0.0,0.0,0.0
Sông Tranh 2,258.6,195.7,5.7,190.0
Sông Ba Hạ,299.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,128.2,75.6,0.0,75.6
Sông Bung 2,14.86,30.6,0.0,30.6
Vĩnh Sơn A,8.98,10.4,0.0,10.4
Sông Bung 4,138.0,138.0,0.0,138.0
Vĩnh Sơn B,10.72,0.0,0.0,0.0
Vĩnh Sơn C,4.0,0.0,0.0,0.0
Sông Tranh 2,148.46,195.7,5.7,190.0
Sông Ba Hạ,310.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,83.37,48.3,0.0,48.3
Sông Bung 2,22.73,30.6,0.0,30.6
Vĩnh Sơn A,11.38,11.0,0.0,11.0
Sông Bung 4,138.0,138.0,0.0,138.0
Vĩnh Sơn B,10.72,0.0,0.0,0.0
Vĩnh Sơn C,5.6,0.0,0.0,0.0
Sông Tranh 2,87.71,197.7,5.7,192.0
Sông Ba Hạ,280.0,400.0,0.0,400.0
Sông Hinh,143.56,56.4,0.0,56.4
A Vương,94.03,74.8,0.0,74.8
Sông Bung 2,30.6,30.6,0.0,30.6
Vĩnh Sơn A,12.28,11.9,0.0,11.9
Sông Bung 4,138.0,138.0,0.0,138.0
Vĩnh Sơn B,9.57,0.0,0.0,0.0
Vĩnh Sơn C,5.6,0.0,0.0,0.0
Sông Tranh 2,134.82,197.7,5.7,192.0
Sông Ba Hạ,446.0,400.0,0.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,93.73,74.5,0.0,74.5
Sông Bung 2,26.05,30.6,0.0,30.6
Vĩnh Sơn A,7.39,10.6,0.0,10.6
Sông Bung 4,170.0,138.0,0.0,138.0
Vĩnh Sơn B,5.0,0.0,0.0,0.0
Vĩnh Sơn C,3.92,0.0,0.0,0.0
Sông Tranh 2,187.96,201.7,5.7,196.0
Sông Ba Hạ,460.0,450.0,50.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,55.27,74.5,0.0,74.5
Sông Bung 2,16.94,30.6,0.0,30.6
Vĩnh Sơn A,10.62,10.0,0.0,10.0
Sông Bung 4,101.94,138.0,0.0,138.0
Vĩnh Sơn B,12.4,0.0,0.0,0.0
Vĩnh Sơn C,3.36,0.0,0.0,0.0
Sông Tranh 2,105.57,201.7,5.7,196.0
Sông Ba Hạ,460.0,450.0,50.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,74.5,74.5,0.0,74.5
Sông Bung 2,21.49,30.6,0.0,30.6
Vĩnh Sơn A,14.92,9.8,0.0,9.8
Sông Bung 4,138.0,138.0,0.0,138.0
Vĩnh Sơn B,25.97,0.0,0.0,0.0
Vĩnh Sơn C,5.6,0.0,0.0,0.0
Sông Tranh 2,146.82,201.7,5.7,196.0
Sông Ba Hạ,510.0,500.0,100.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,55.27,74.5,0.0,74.5
Sông Bung 2,21.49,30.6,0.0,30.6
Vĩnh Sơn A,11.46,10.83,0.0,10.83
Sông Bung 4,174.06,138.0,0.0,138.0
Vĩnh Sơn B,7.47,0.0,0.0,0.0
Vĩnh Sơn C,3.92,0.0,0.0,0.0
Sông Tranh 2,148.84,203.7,5.7,198.0
Sông Ba Hạ,520.0,500.0,100.0,400.0
Sông Hinh,12.82,56.4,0.0,56.4
A Vương,55.27,74.5,0.0,74.5
Sông Bung 2,12.39,30.6,0.0,30.6
Vĩnh Sơn A,12.55,10.8,0.0,10.8
Sông Bung 4,184.06,148.0,0.0,148.0
Vĩnh Sơn B,12.4,0.0,0.0,0.0
Vĩnh Sơn C,9.51,0.0,0.0,0.0
Sông Tranh 2,299.73,203.7,5.7,198.0
Sông Ba Hạ,470.0,450.0,50.0,400.0
Sông Hinh,99.98,56.4,0.0,56.4
A Vương,55.97,75.2,0.0,75.2
Sông Bung 2,30.6,30.6,0.0,30.6
Vĩnh Sơn A,9.042699335548173,13.17266873545384,3.17266873545384,10.0
Sông Bung 4,220.11,148.0,0.0,148.0
Vĩnh Sơn B,6.17,0.0,0.0,0.0
Vĩnh Sơn C,7.28,0.0,0.0,0.0
Sông Tranh 2,148.83,203.7,5.7,198.0
Sông Ba Hạ,920.0,900.0,500.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,75.2,75.2,0.0,75.2
Sông Bung 2,26.05,30.6,0.0,30.6
Vĩnh Sơn A,26.94,18.38,4.78,13.6
Sông Bung 4,148.0,148.0,0.0,148.0
Vĩnh Sơn B,4.93,0.0,0.0,0.0
Vĩnh Sơn C,9.31,0.0,0.0,0.0
Sông Tranh 2,246.48,205.2,5.7,199.5
Sông Ba Hạ,930.0,900.0,500.0,400.0
Sông Hinh,197.62,56.4,0.0,56.4
A Vương,55.97,75.2,0.0,75.2
Sông Bung 2,21.49,30.6,0.0,30.6
Vĩnh Sơn A,34.4,28.57,15.07,13.5
Sông Bung 4,184.06,148.0,0.0,148.0
Vĩnh Sơn B,9.87,0.0,0.0,0.0
Vĩnh Sơn C,10.47,0.0,0.0,0.0
Sông Tranh 2,234.21,206.7,5.7,201.0
Sông Ba Hạ,940.0,900.0,500.0,400.0
Sông Hinh,56.4,56.4,0.0,56.4
A Vương,215.25,42.2,0.0,42.2
Sông Bung 2,39.71,30.6,0.0,30.6
Vĩnh Sơn A,24.68,25.85,12.45,13.4
Sông Bung 4,111.94,148.0,0.0,148.0
Vĩnh Sơn B,18.5,0.0,0.0,0.0
Vĩnh Sơn C,8.74,0.0,0.0,0.0
Sông Tranh 2,103.72,199.7,5.7,194.0
Sông Ba Hạ,710.0,700.0,300.0,400.0
Sông Hinh,103.48,56.4,0.0,56.4
A Vương,106.16,67.7,0.0,67.7
Sông Bung 2,32.6,28.05,0.0,28.05
Vĩnh Sơn A,31.16,29.22,15.72,13.5
Sông Bung 4,210.11,138.0,0.0,138.0
Vĩnh Sơn B,12.33,0.0,0.0,0.0
Vĩnh Sơn C,15.71,0.0,0.0,0.0
Sông Tranh 2,174.67,160.89999999999998,5.7,155.2
Sông Ba Hạ,1670.0,1700.0,1300.0,400.0
Sông Hinh,103.48,56.4,0.0,56.4
A Vương,74.2,74.2,0.0,74.2
Sông Bung 2,26.05,30.6,0.0,30.6
Vĩnh Sơn A,28.01,28.009999999999998,14.41,13.6
Sông Bung 4,162.0,162.0,0.0,162.0
Vĩnh Sơn B,26.61,0.0,0.0,0.0
Vĩnh Sơn C,5.82,0.0,0.0,0.0
Sông Tranh 2,90.0,199.7,5.7,194.0
Sông Ba Hạ,1550.0,1500.0,1100.0,400.0
Sông Hinh,59.32,106.4,50.0,56.4
A Vương,442.93,77.6,0.0,77.6
Sông Bung 2,79.86,20.67,0.0,20.67
Vĩnh Sơn A,28.01,28.009999999999998,14.41,13.6
Sông Bung 4,318.93,102.6,0.0,102.6
Vĩnh Sơn B,13.31,0.0,0.0,0.0
Vĩnh Sơn C,8.74,0.0,0.0,0.0
Sông Tranh 2,1317.41,110.7,5.7,105.0
Sông Ba Hạ,1200.0,2000.0,1600.0,400.0
Sông Hinh,59.32,106.4,50.0,56.4
A Vương,423.9,33.5,0.0,33.5
Sông Bung 2,156.9,23.84,23.84,0.0
Vĩnh Sơn A,32.12,32.120000000000005,21.62,10.5
Sông Bung 4,507.56,160.0,0.0,160.0
Vĩnh Sơn B,26.61,0.0,0.0,0.0
Vĩnh Sơn C,20.5,0.0,0.0,0.0
Sông Tranh 2,384.32,131.26,5.7,125.56
Sông Ba Hạ,940.0,500.0,100.0,400.0
Sông Hinh,106.4,106.4,50.0,56.4
A Vương,197.3,197.3,120.0,77.3
Sông Bung 2,99.72,107.19,107.19,0.0
Vĩnh Sơn A,28.3,30.630000000000003,17.03,13.6
Sông Bung 4,384.33,645.0,485.0,160.0
Vĩnh Sơn B,13.31,0.0,0.0,0.0
Vĩnh Sơn C,12.06,0.0,0.0,0.0
Sông Tranh 2,196.7,196.7,5.7,191.0
Sông Ba Hạ,520.0,500.0,100.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,194.3,194.3,116.3,78.0
Sông Bung 2,70.77,70.77000000000001,53.77,17.0
Vĩnh Sơn A,27.5,28.67,15.07,13.6
Sông Bung 4,292.78,510.0,350.0,160.0
Vĩnh Sơn B,11.98,0.0,0.0,0.0
Vĩnh Sơn C,9.04,0.0,0.0,0.0
Sông Tranh 2,212.79,194.7,5.7,189.0
Sông Ba Hạ,460.0,450.0,50.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,207.33,207.33,129.33,78.0
Sông Bung 2,168.0,168.0,134.0,34.0
Vĩnh Sơn A,28.74,28.740000000000002,15.07,13.67
Sông Bung 4,474.33,735.0,575.0,160.0
Vĩnh Sơn B,15.97,0.0,0.0,0.0
Vĩnh Sơn C,9.64,0.0,0.0,0.0
Sông Tranh 2,170.51,206.7,5.7,201.0
Sông Ba Hạ,480.0,500.0,100.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,109.94,109.94,31.94,78.0
Sông Bung 2,81.01,88.47999999999999,54.48,34.0
Vĩnh Sơn A,29.39,29.39,15.72,13.67
Sông Bung 4,293.89,598.0,438.0,160.0
Vĩnh Sơn B,10.14,0.0,0.0,0.0
Vĩnh Sơn C,10.53,1.05,1.05,0.0
Sông Tranh 2,191.27,173.19,5.7,167.49
Sông Ba Hạ,600.0,600.0,200.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,95.9,95.9,24.5,71.4
Sông Bung 2,61.05,61.05,27.05,34.0
Vĩnh Sơn A,29.98,29.979999999999997,16.38,13.6
Sông Bung 4,267.0,629.0,469.0,160.0
Vĩnh Sơn B,31.04,2.54,2.54,0.0
Vĩnh Sơn C,2.72,1.47,1.47,0.0
Sông Tranh 2,132.38,204.7,5.7,199.0
Sông Ba Hạ,620.0,600.0,200.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,96.53,96.53,18.53,78.0
Sông Bung 2,61.05,61.05,27.05,34.0
Vĩnh Sơn A,44.5,39.83,26.21,13.62
Sông Bung 4,136.0,498.0,338.0,160.0
Vĩnh Sơn B,19.12,4.88,4.88,0.0
Vĩnh Sơn C,2.92,0.42,0.42,0.0
Sông Tranh 2,114.33,204.7,5.7,199.0
Sông Ba Hạ,540.0,500.0,100.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,96.37,96.37,18.37,78.0
Sông Bung 2,61.05,61.05,27.05,34.0
Vĩnh Sơn A,38.5,38.5,24.9,13.6
Sông Bung 4,247.22,207.0,47.0,160.0
Vĩnh Sơn B,12.33,6.63,6.63,0.0
Vĩnh Sơn C,1.93,1.93,1.93,0.0
Sông Tranh 2,132.47,204.7,5.7,199.0
Sông Ba Hạ,430.0,450.0,50.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,85.92,85.92,6.12,79.8
Sông Bung 2,61.05,61.05,27.05,34.0
Vĩnh Sơn A,37.45,37.839999999999996,24.24,13.6
Sông Bung 4,207.0,207.0,47.0,160.0
Vĩnh Sơn B,13.3,7.6,7.6,0.0
Vĩnh Sơn C,2.93,2.31,2.31,0.0
Sông Tranh 2,132.39,204.7,5.7,199.0
Sông Ba Hạ,470.0,450.0,50.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,85.92,85.92,6.12,79.8
Sông Bung 2,46.1,61.05,27.05,34.0
Vĩnh Sơn A,36.43,36.43,22.93,13.5
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,8.78,8.78,8.78,0.0
Vĩnh Sơn C,3.44,3.44,3.44,0.0
Sông Tranh 2,91.22,217.7,5.7,212.0
Sông Ba Hạ,470.0,450.0,50.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,58.27,262.82,184.32,78.5
Sông Bung 2,54.16,114.03,80.03,34.0
Vĩnh Sơn A,35.29,35.29,21.62,13.67
Sông Bung 4,257.78,298.0,136.0,162.0
Vĩnh Sơn B,9.56,9.56,9.56,0.0
Vĩnh Sơn C,3.44,3.44,3.44,0.0
Sông Tranh 2,127.3,217.7,5.7,212.0
Sông Ba Hạ,450.0,450.0,50.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,89.77,294.32,217.02,77.3
Sông Bung 2,67.64,127.52,93.52,34.0
Vĩnh Sơn A,34.62,34.620000000000005,20.96,13.66
Sông Bung 4,288.33,409.0,247.0,162.0
Vĩnh Sơn B,10.53,10.53,10.53,0.0
Vĩnh Sơn C,3.06,3.06,3.06,0.0
Sông Tranh 2,440.05,150.72,5.7,145.02
Sông Ba Hạ,510.0,500.0,100.0,400.0
Sông Hinh,106.4,106.4,50.0,56.4
A Vương,1103.14,103.12,27.12,76.0
Sông Bung 2,206.32,53.31,19.31,34.0
Vĩnh Sơn A,47.38,43.099999999999994,29.49,13.61
Sông Bung 4,1015.44,211.0,49.0,162.0
Vĩnh Sơn B,30.35,13.25,13.25,0.0
Vĩnh Sơn C,8.98,5.24,5.24,0.0
Sông Tranh 2,920.15,5.7,5.7,0.0
Sông Ba Hạ,550.0,550.0,150.0,400.0
Sông Hinh,157.31,106.4,50.0,56.4
A Vương,255.65,109.25,31.25,78.0
Sông Bung 2,86.57,53.31,19.31,34.0
Vĩnh Sơn A,67.39,59.61,45.86,13.75
Sông Bung 4,257.22,217.0,55.0,162.0
Vĩnh Sơn B,32.88,15.78,15.78,0.0
Vĩnh Sơn C,17.33,8.6,8.6,0.0
Sông Tranh 2,554.57,5.7,5.7,0.0
Sông Ba Hạ,590.0,550.0,150.0,400.0
Sông Hinh,461.85,156.4,100.0,56.4
A Vương,159.17,549.5699999999999,471.57,78.0
Sông Bung 2,72.72,139.25,105.25,34.0
Vĩnh Sơn A,57.44,58.22,44.55,13.67
Sông Bung 4,342.22,664.0,502.0,162.0
Vĩnh Sơn B,39.89,18.52,18.52,0.0
Vĩnh Sơn C,12.14,9.64,9.64,0.0
Sông Tranh 2,296.13,449.41999999999996,232.42,217.0
Sông Ba Hạ,1480.0,2100.0,1700.0,400.0
Sông Hinh,201.57,1181.4,1125.0,56.4
A Vương,114.99,478.63,401.63,77.0
Sông Bung 2,52.51,139.0,105.0,34.0
Vĩnh Sơn A,48.37,52.26,38.66,13.6
Sông Bung 4,346.0,708.0,546.0,162.0
Vĩnh Sơn B,41.89,21.05,21.05,0.0
Vĩnh Sơn C,9.44,9.44,9.44,0.0
Sông Tranh 2,265.7,265.7,48.7,217.0
Sông Ba Hạ,1470.0,1500.0,1100.0,400.0
Sông Hinh,274.12,556.4,500.0,56.4
A Vương,711.2,324.83,268.83,56.0
Sông Bung 2,171.21,151.25,124.05,27.2
Vĩnh Sơn A,52.26,52.26,38.66,13.6
Sông Bung 4,789.56,146.0,42.0,104.0
Vĩnh Sơn B,28.62,21.68,21.68,0.0
Vĩnh Sơn C,11.1,9.85,9.85,0.0
Sông Tranh 2,984.44,984.44,767.44,217.0
Sông Ba Hạ,1220.0,1200.0,800.0,400.0
Sông Hinh,308.03,106.4,50.0,56.4
A Vương,328.99,109.39,31.39,78.0
Sông Bung 2,100.83,60.91,26.91,34.0
Vĩnh Sơn A,50.17,50.95,37.35,13.6
Sông Bung 4,361.89,275.0,113.0,162.0
Vĩnh Sơn B,37.23,23.34,23.34,0.0
Vĩnh Sơn C,12.57,10.69,10.69,0.0
Sông Tranh 2,352.4,250.13,35.13,215.0
Sông Ba Hạ,1210.0,900.0,500.0,400.0
Sông Hinh,163.56,76.4,20.0,56.4
A Vương,226.12,323.72,245.72,78.0
Sông Bung 2,73.44,88.39,54.39,34.0
Vĩnh Sơn A,51.04,50.65,38.66,11.99
Sông Bung 4,499.44,847.0,685.0,162.0
Vĩnh Sơn B,20.78,23.1,23.1,0.0
Vĩnh Sơn C,9.86,10.48,10.48,0.0
Sông Tranh 2,329.1,252.29,37.29,215.0
Sông Ba Hạ,1115.0,900.0,500.0,400.0
Sông Hinh,207.14,76.4,20.0,56.4
A Vương,166.87,264.47,188.47,76.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,41.92,45.04,32.76,12.28
Sông Bung 4,397.22,719.0,557.0,162.0
Vĩnh Sơn B,20.55,22.86,22.86,0.0
Vĩnh Sơn C,8.81,10.06,10.06,0.0
Sông Tranh 2,226.02,251.56,37.56,214.0
Sông Ba Hạ,600.0,600.0,200.0,400.0
Sông Hinh,163.56,76.4,20.0,56.4
A Vương,129.49,129.49,52.49,77.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,39.49,41.82,28.18,13.64
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,12.65,21.91,21.91,0.0
Vĩnh Sơn C,7.35,9.23,9.23,0.0
Sông Tranh 2,200.97,252.07999999999998,37.08,215.0
Sông Ba Hạ,590.0,600.0,200.0,400.0
Sông Hinh,163.56,76.4,20.0,56.4
A Vương,112.46,112.46000000000001,35.46,77.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,41.68,41.68,28.18,13.5
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,21.91,21.91,21.91,0.0
Vĩnh Sơn C,9.23,9.23,9.23,0.0
Sông Tranh 2,195.14,220.7,5.7,215.0
Sông Ba Hạ,630.0,600.0,200.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,110.03,110.03,33.03,77.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,40.57,40.57,26.87,13.7
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,21.44,21.44,21.44,0.0
Vĩnh Sơn C,8.18,8.18,8.18,0.0
Sông Tranh 2,160.2,185.76,5.7,180.06
Sông Ba Hạ,600.0,600.0,200.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,95.36,95.36,18.36,77.0
Sông Bung 2,53.63,61.1,27.1,34.0
Vĩnh Sơn A,38.6,38.599999999999994,24.9,13.7
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,20.86,20.86,20.86,0.0
Vĩnh Sơn C,7.76,7.76,7.76,0.0
Sông Tranh 2,179.49,179.48999999999998,5.7,173.79
Sông Ba Hạ,510.0,500.0,100.0,400.0
Sông Hinh,123.48,76.4,20.0,56.4
A Vương,131.92,131.92000000000002,54.92,77.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,36.51,37.29,23.59,13.7
Sông Bung 4,256.0,256.0,94.0,162.0
Vĩnh Sơn B,10.81,20.08,20.08,0.0
Vĩnh Sơn C,4.42,6.92,6.92,0.0
Sông Tranh 2,526.69,219.7,5.7,214.0
Sông Ba Hạ,500.0,500.0,100.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,95.36,95.36,18.36,77.0
Sông Bung 2,61.1,61.1,27.1,34.0
Vĩnh Sơn A,36.63,36.629999999999995,22.93,13.7
Sông Bung 4,209.0,209.0,47.0,162.0
Vĩnh Sơn B,12.54,19.49,19.49,0.0
Vĩnh Sơn C,4.41,6.29,6.29,0.0
Sông Tranh 2,202.74,177.2,5.7,171.5
Sông Ba Hạ,460.0,450.0,50.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,55.17,236.99,159.99,77.0
Sông Bung 2,64.42,137.6,103.6,34.0
Vĩnh Sơn A,33.72,33.72,20.31,13.41
Sông Bung 4,301.33,422.0,260.0,162.0
Vĩnh Sơn B,18.71,18.71,18.71,0.0
Vĩnh Sơn C,3.78,5.66,5.66,0.0
Sông Tranh 2,231.53,334.3,120.3,214.0
Sông Ba Hạ,170.0,400.0,0.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,307.04,420.68,343.68,77.0
Sông Bung 2,56.86,183.26,149.71,33.55
Vĩnh Sơn A,33.91,33.91,20.31,13.6
Sông Bung 4,354.33,475.0,324.0,151.0
Vĩnh Sơn B,18.52,18.52,18.52,0.0
Vĩnh Sơn C,4.2,5.45,5.45,0.0
Sông Tranh 2,272.7,272.7,58.7,214.0
Sông Ba Hạ,220.0,400.0,0.0,400.0
Sông Hinh,76.4,76.4,20.0,56.4
A Vương,126.64,103.91,26.91,77.0
Sông Bung 2,72.31,52.35,18.35,34.0
Vĩnh Sơn A,42.14,39.81,26.21,13.6
