tên hồ,Qve,Tqx,Qxt,Qxm
Huội Quảng,50.7,0.0,0,0.0
Sơn La,963.0,102.0,0,102.0
Hòa Bình,3224.0,262.0,0,262.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,69.4,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,389.0,0.0,0,0.0
Hòa Bình,1902.0,277.0,0,277.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,47.2,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1250.0,0.0,0,0.0
Hòa Bình,1054.0,231.0,0,231.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,441.0,0.0,0,0.0
Huội Quảng,51.3,0.0,0,0.0
Sơn La,528.0,0.0,0,0.0
Hòa Bình,1182.0,360.0,0,360.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,161.5,0.0,0,0.0
Huội Quảng,74.5,69.2,0,69.2
Sơn La,1391.0,308.0,0,308.0
Hòa Bình,1634.0,264.0,0,264.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,108.7,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1206.0,317.0,0,317.0
Hòa Bình,1881.0,241.0,0,241.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,49.0,0.0,0,0.0
Huội Quảng,48.3,89.9,0,89.9
Sơn La,1583.0,0.0,0,0.0
Hòa Bình,1066.0,228.0,0,228.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,41.0,0.0,0,0.0
Huội Quảng,39.5,0.0,0,0.0
Sơn La,1274.0,302.0,0,302.0
Hòa Bình,1622.0,240.0,0,240.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,49.0,0.0,0,0.0
Huội Quảng,59.9,0.0,0,0.0
Sơn La,1566.0,316.0,0,316.0
Hòa Bình,1088.0,250.0,0,250.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,79.9,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1632.0,326.0,0,326.0
Hòa Bình,1371.0,262.0,0,262.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,56.8,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,309.0,309.0,0,309.0
Hòa Bình,809.0,244.0,0,244.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,210.8,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1413.0,274.0,0,274.0
Hòa Bình,1084.0,239.0,0,239.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,72.2,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1864.0,114.0,0,114.0
Hòa Bình,1448.0,879.0,0,879.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,56.8,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1143.0,143.0,0,143.0
Hòa Bình,763.0,743.0,0,743.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,63.6,0.0,0,0.0
Huội Quảng,39.5,0.0,0,0.0
Sơn La,1609.0,276.0,0,276.0
Hòa Bình,276.0,256.0,0,256.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,72.2,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1347.0,69.0,0,69.0
Hòa Bình,1178.0,614.0,0,614.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,56.8,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1361.0,0.0,0,0.0
Hòa Bình,851.0,831.0,0,831.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,56.8,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1417.0,0.0,0,0.0
Hòa Bình,587.0,567.0,0,567.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,64.0,22.6,0,22.6
Huội Quảng,72.8,10.6,0,10.6
Sơn La,1392.0,70.0,0,70.0
Hòa Bình,619.0,1144.0,0,1144.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,50.0,0.0,0,0.0
Huội Quảng,39.5,0.0,0,0.0
Sơn La,1667.0,0.0,0,0.0
Hòa Bình,619.0,1144.0,0,1144.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,97.1,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,917.0,306.0,0,306.0
Hòa Bình,619.0,1144.0,0,1144.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,222.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,2361.0,0.0,0,0.0
Hòa Bình,980.0,960.0,0,960.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,324.9,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,2861.0,0.0,0,0.0
Hòa Bình,389.0,640.0,0,640.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,251.0,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,2694.0,0.0,0,0.0
Hòa Bình,159.0,679.0,0,679.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,131.0,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,2324.0,46.0,0,46.0
Hòa Bình,831.0,1261.0,0,1261.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,115.0,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1750.0,0.0,0,0.0
Hòa Bình,143.0,1293.0,0,1293.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,131.0,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1972.0,0.0,0,0.0
Hòa Bình,578.0,1099.0,0,1099.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,60.1,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1389.0,0.0,0,0.0
Hòa Bình,40.0,1040.0,0,1040.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,60.1,0.0,0,0.0
Huội Quảng,39.4,0.0,0,0.0
Sơn La,1514.0,153.0,0,153.0
Hòa Bình,40.0,1142.0,0,1142.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.5,0.0,0,0.0
Huội Quảng,39.4,0.0,0,0.0
Sơn La,852.0,213.0,0,213.0
Hòa Bình,638.0,886.0,0,886.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,84.6,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1357.0,746.0,0,746.0
Hòa Bình,734.0,1071.0,0,1071.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,68.3,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1149.0,371.0,0,371.0
Hòa Bình,1070.0,1050.0,0,1050.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,68.3,0.0,0,0.0
Huội Quảng,16.8,0.0,0,0.0
Sơn La,924.0,313.0,0,313.0
Hòa Bình,425.0,1118.0,0,1118.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,35.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,296.0,435.0,0,435.0
Hòa Bình,1210.0,1012.0,0,1012.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.5,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,976.0,865.0,0,865.0
Hòa Bình,265.0,1048.0,0,1048.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,84.6,0.0,0,0.0
Huội Quảng,92.1,234.8,0,234.8
Sơn La,1417.0,0.0,0,0.0
Hòa Bình,903.0,1061.0,0,1061.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,84.6,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1698.0,1698.0,0,1698.0
Hòa Bình,1258.0,1060.0,0,1060.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,100.9,0.0,0,0.0
Huội Quảng,50.8,0.0,0,0.0
Sơn La,1617.0,1534.0,0,1534.0
Hòa Bình,2140.0,1050.0,0,1050.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,60.2,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1294.0,1850.0,0,1850.0
Hòa Bình,1859.0,1120.0,0,1120.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,43.9,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1620.0,1676.0,0,1676.0
Hòa Bình,2024.0,1104.0,0,1104.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,52.0,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1715.0,1715.0,0,1715.0
Hòa Bình,2059.0,1040.0,0,1040.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,35.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1604.0,1048.0,0,1048.0
Hòa Bình,1962.0,1034.0,0,1034.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.6,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1061.0,1061.0,0,1061.0
Hòa Bình,1570.0,1092.0,0,1092.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,52.0,0.0,0,0.0
Huội Quảng,39.5,0.0,0,0.0
Sơn La,1437.0,270.0,0,270.0
Hòa Bình,1047.0,1027.0,0,1027.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.6,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1966.0,633.0,0,633.0
Hòa Bình,1051.0,1031.0,0,1031.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.9,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1267.0,267.0,0,267.0
Hòa Bình,1087.0,1159.0,0,1159.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,44.5,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1414.0,970.0,0,970.0
Hòa Bình,1355.0,1152.0,0,1152.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1196.0,668.0,0,668.0
Hòa Bình,1378.0,1083.0,0,1083.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,11.9,29.3,0,29.3
Sơn La,1692.0,1331.0,0,1331.0
Hòa Bình,1141.0,1029.0,0,1029.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1046.0,1352.0,0,1352.0
Hòa Bình,1408.0,1205.0,0,1205.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.9,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1104.0,548.0,0,548.0
Hòa Bình,1410.0,1020.0,0,1020.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,52.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1290.0,734.0,0,734.0
Hòa Bình,1762.0,1095.0,0,1095.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1014.0,514.0,0,514.0
Hòa Bình,1408.0,1018.0,0,1018.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,52.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1606.0,0.0,0,0.0
Hòa Bình,1129.0,1017.0,0,1017.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,705.0,983.0,0,983.0
Hòa Bình,531.0,974.0,0,974.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1236.0,514.0,0,514.0
Hòa Bình,848.0,921.0,0,921.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1233.0,289.0,0,289.0
Hòa Bình,342.0,600.0,0,600.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,39.4,0.0,0,0.0
Sơn La,1034.0,562.0,0,562.0
Hòa Bình,816.0,1074.0,0,1074.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,751.0,362.0,0,362.0
Hòa Bình,792.0,1143.0,0,1143.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,849.0,460.0,0,460.0
Hòa Bình,824.0,1082.0,0,1082.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1015.0,1126.0,0,1126.0
Hòa Bình,1032.0,1012.0,0,1012.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,39.1,0.0,0,0.0
Sơn La,1144.0,1144.0,0,1144.0
Hòa Bình,875.0,1133.0,0,1133.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,0.3,0.0,0,0.0
Sơn La,1278.0,722.0,0,722.0
Hòa Bình,735.0,1085.0,0,1085.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,11.6,0.0,0,0.0
Sơn La,958.0,402.0,0,402.0
Hòa Bình,1035.0,1015.0,0,1015.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,17.5,80.4,0,80.4
Huội Quảng,129.7,106.8,0,106.8
Sơn La,1568.0,596.0,0,596.0
Hòa Bình,1051.0,1031.0,0,1031.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,17.9,119.5,0,119.5
Huội Quảng,109.0,199.0,0,199.0
Sơn La,1067.0,595.0,0,595.0
Hòa Bình,1049.0,1029.0,0,1029.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,21.0,5.4,0,5.4
Huội Quảng,11.6,0.0,0,0.0
Sơn La,1153.0,597.0,0,597.0
Hòa Bình,841.0,1099.0,0,1099.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,22.8,0.0,0,0.0
Sơn La,552.0,552.0,0,552.0
Hòa Bình,770.0,1212.0,0,1212.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,56.6,0.0,0,0.0
Sơn La,925.0,758.0,0,758.0
Hòa Bình,679.0,1029.0,0,1029.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,50.3,0.0,0,0.0
Sơn La,1136.0,303.0,0,303.0
Hòa Bình,495.0,1030.0,0,1030.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,58.0,21.8,0,21.8
Huội Quảng,164.0,136.0,0,136.0
Sơn La,1122.0,150.0,0,150.0
Hòa Bình,513.0,1325.0,0,1325.0
Thác Bà,117.17051509769094,141.05,0,141.05
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,11.6,0.0,0,0.0
Sơn La,778.0,0.0,0,0.0
Hòa Bình,998.0,978.0,0,978.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,70.9,36.8,0,36.8
Sơn La,1139.0,0.0,0,0.0
Hòa Bình,342.0,964.0,0,964.0
Thác Bà,117.17051509769094,141.19,0,141.19
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,22.8,0.0,0,0.0
Sơn La,889.0,0.0,0,0.0
Hòa Bình,322.0,1036.0,0,1036.0
Thác Bà,117.17051509769094,140.79,0,140.79
Bản Chát,13.2,109.1,0,109.1
Huội Quảng,94.6,71.7,0,71.7
Sơn La,499.0,582.0,0,582.0
Hòa Bình,873.0,1036.0,0,1036.0
Thác Bà,117.17051509769094,141.32,0,141.32
Bản Chát,35.4,98.4,0,98.4
Huội Quảng,113.7,0.0,0,0.0
Sơn La,364.0,308.0,0,308.0
Hòa Bình,367.0,1175.0,0,1175.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,135.3,0.0,0,0.0
Huội Quảng,27.8,0.0,0,0.0
Sơn La,778.0,0.0,0,0.0
Hòa Bình,89.0,986.0,0,986.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.9,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,609.0,442.0,0,442.0
Hòa Bình,88.0,894.0,0,894.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,50.3,0.0,0,0.0
Sơn La,1174.0,924.0,0,924.0
Hòa Bình,185.0,990.0,0,990.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,69.0,0.0,0,0.0
Huội Quảng,95.4,0.0,0,0.0
Sơn La,1116.0,810.0,0,810.0
Hòa Bình,175.0,973.0,0,973.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1059.0,1281.0,0,1281.0
Hòa Bình,1135.0,1206.0,0,1206.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1260.0,871.0,0,871.0
Hòa Bình,848.0,1104.0,0,1104.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,422.0,533.0,0,533.0
Hòa Bình,857.0,1388.0,0,1388.0
Thác Bà,117.17051509769094,448.79,0,448.79
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,50.3,0.0,0,0.0
Sơn La,758.0,286.0,0,286.0
Hòa Bình,694.0,1855.0,0,1855.0
Thác Bà,117.17051509769094,453.06,0,453.06
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1157.0,601.0,0,601.0
Hòa Bình,1750.0,1186.0,0,1186.0
Thác Bà,117.17051509769094,455.41,0,455.41
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1101.0,657.0,0,657.0
Hòa Bình,1809.0,1244.0,0,1244.0
Thác Bà,117.17051509769094,453.66,0,453.66
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1519.0,825.0,0,825.0
Hòa Bình,1424.0,860.0,0,860.0
Thác Bà,117.17051509769094,290.01,0,290.01
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1740.0,796.0,0,796.0
Hòa Bình,1531.0,149.0,0,149.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,27.9,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,905.0,461.0,0,461.0
Hòa Bình,811.0,882.0,0,882.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,887.0,470.0,0,470.0
Hòa Bình,1064.0,1044.0,0,1044.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1624.0,624.0,0,624.0
Hòa Bình,282.0,262.0,0,262.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,816.0,705.0,0,705.0
Hòa Bình,1627.0,1173.0,0,1173.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,996.0,746.0,0,746.0
Hòa Bình,884.0,1046.0,0,1046.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,9.6,163.4,0,163.4
Huội Quảng,164.6,0.0,0,0.0
Sơn La,369.0,369.0,0,369.0
Hòa Bình,967.0,2219.0,0,2219.0
Thác Bà,117.17051509769094,290.55,0,290.55
Bản Chát,11.4,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,371.0,399.0,0,399.0
Hòa Bình,991.0,2243.0,0,2243.0
Thác Bà,117.17051509769094,455.41,0,455.41
Bản Chát,36.2,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1340.0,562.0,0,562.0
Hòa Bình,744.0,2255.0,0,2255.0
Thác Bà,117.17051509769094,457.31,0,457.31
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,250.0,0.0,0,0.0
Hòa Bình,1035.0,2263.0,0,2263.0
Thác Bà,117.17051509769094,457.48,0,457.48
Bản Chát,184.9,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,1274.0,357.0,0,357.0
Hòa Bình,40.0,1754.0,0,1754.0
Thác Bà,117.17051509769094,452.63,0,452.63
Bản Chát,85.8,0.0,0,0.0
Huội Quảng,42.8,94.4,0,94.4
Sơn La,632.0,271.0,0,271.0
Hòa Bình,368.0,2291.0,0,2291.0
Thác Bà,117.17051509769094,455.41,0,455.41
Bản Chát,44.5,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,1131.0,603.0,0,603.0
Hòa Bình,677.0,2232.0,0,2232.0
Thác Bà,117.17051509769094,458.59,0,458.59
Bản Chát,44.5,0.0,0,0.0
Huội Quảng,16.7,0.0,0,0.0
Sơn La,779.0,57.0,0,57.0
Hòa Bình,1035.0,2316.0,0,2316.0
Thác Bà,117.17051509769094,461.17,0,461.17
Bản Chát,44.5,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,1278.0,0.0,0,0.0
Hòa Bình,656.0,1763.0,0,1763.0
Thác Bà,117.17051509769094,286.11,0,286.11
Bản Chát,130.4,94.1,0,94.1
Huội Quảng,139.7,382.1,0,382.1
Sơn La,1830.0,330.0,0,330.0
Hòa Bình,583.0,1336.0,0,1336.0
Thác Bà,117.17051509769094,286.79,0,286.79
Bản Chát,136.8,208.0,0,208.0
Huội Quảng,321.1,191.9,0,191.9
Sơn La,1062.0,590.0,0,590.0
Hòa Bình,636.0,273.0,0,273.0
Thác Bà,117.17051509769094,294.8,0,294.8
Bản Chát,71.7,184.2,0,184.2
Huội Quảng,217.0,324.4,0,324.4
Sơn La,1714.0,325.0,0,325.0
Hòa Bình,630.0,267.0,0,267.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,60.0,238.5,0,238.5
Huội Quảng,273.3,133.0,0,133.0
Sơn La,1371.0,621.0,0,621.0
Hòa Bình,756.0,1083.0,0,1083.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,29.7,142.1,0,142.1
Huội Quảng,202.3,95.6,0,95.6
Sơn La,1250.0,917.0,0,917.0
Hòa Bình,534.0,1201.0,0,1201.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,22.9,151.9,0,151.9
Huội Quảng,178.2,161.6,0,161.6
Sơn La,602.0,463.0,0,463.0
Hòa Bình,489.0,984.0,0,984.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,28.1,0.0,0,0.0
Sơn La,165.0,276.0,0,276.0
Hòa Bình,769.0,1093.0,0,1093.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,14.5,168.3,0,168.3
Huội Quảng,230.4,293.4,0,293.4
Sơn La,873.0,817.0,0,817.0
Hòa Bình,431.0,1098.0,0,1098.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,18.3,221.6,0,221.6
Huội Quảng,220.3,146.7,0,146.7
Sơn La,1344.0,483.0,0,483.0
Hòa Bình,618.0,1027.0,0,1027.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,42.1,195.9,0,195.9
Huội Quảng,230.8,169.2,0,169.2
Sơn La,1903.0,264.0,0,264.0
Hòa Bình,524.0,847.0,0,847.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,11.5,239.6,0,239.6
Huội Quảng,250.4,335.2,0,335.2
Sơn La,1488.0,794.0,0,794.0
Hòa Bình,687.0,1268.0,0,1268.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,19.7,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,569.0,513.0,0,513.0
Hòa Bình,199.0,608.0,0,608.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,39.1,0.0,0,0.0
Sơn La,144.0,700.0,0,700.0
Hòa Bình,609.0,589.0,0,589.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,16.6,0.0,0,0.0
Sơn La,551.0,718.0,0,718.0
Hòa Bình,441.0,1279.0,0,1279.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,28.0,0.0,0,0.0
Huội Quảng,39.1,0.0,0,0.0
Sơn La,656.0,600.0,0,600.0
Hòa Bình,691.0,500.0,0,500.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,52.7,0.0,0,0.0
Huội Quảng,5.3,0.0,0,0.0
Sơn La,573.0,601.0,0,601.0
Hòa Bình,561.0,1314.0,0,1314.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,86.1,206.8,0,206.8
Huội Quảng,186.8,271.6,0,271.6
Sơn La,2063.0,507.0,0,507.0
Hòa Bình,547.0,870.0,0,870.0
Thác Bà,117.17051509769094,0.0,0,0.0
Bản Chát,36.2,239.5,0,239.5
Huội Quảng,258.3,286.8,0,286.8
Sơn La,2089.0,867.0,0,867.0
Hòa Bình,1088.0,1154.0,0,1154.0
Thác Bà,117.17051509769094,133.64,0,133.64
Bản Chát,29.5,108.9,0,108.9
Huội Quảng,190.9,95.6,0,95.6
Sơn La,1052.0,552.0,0,552.0
Hòa Bình,1174.0,982.0,0,982.0
Thác Bà,117.17051509769094,140.72,0,140.72
Bản Chát,15.5,136.3,0,136.3
Huội Quảng,217.7,235.0,0,235.0
Sơn La,1401.0,582.0,0,582.0
Hòa Bình,808.0,1218.0,0,1218.0
Thác Bà,117.17051509769094,140.89,0,140.89
Bản Chát,18.0,180.1,0,180.1
Huội Quảng,203.2,164.1,0,164.1
Sơn La,1229.0,646.0,0,646.0
Hòa Bình,509.0,1090.0,0,1090.0
Thác Bà,117.17051509769094,290.87,0,290.87
Bản Chát,15.5,240.5,0,240.5
Huội Quảng,261.6,380.1,0,380.1
Sơn La,1864.0,670.0,0,670.0
Hòa Bình,1230.0,1382.0,0,1382.0
Thác Bà,117.17051509769094,449.33,0,449.33
Bản Chát,43.1,235.5,0,235.5
