tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
A Vương,16/01 23:00,379.44,380.0,340.0,28.6,53.0,0.0,53.0,0,0
Sông Bung 2,16/01 23:00,604.1,605.0,565.0,7.47,0.0,0.0,0.0,0,0
Vĩnh Sơn A,16/01 23:00,775.05,775.0,765.0,9.37,13.37,0.17,13.2,0,0
Sông Bung 4,16/01 23:00,222.41,222.5,205.0,67.11,154.0,0.0,154.0,0,0
Vĩnh Sơn B,16/01 23:00,826.0,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,16/01 23:00,981.0,981.0,971.3,1.5,0.0,0.0,,0,0
Sông Tranh 2,16/01 23:00,174.54,175.0,140.0,89.95,203.7,5.7,198.0,0,0
Sông Ba Hạ,16/01 23:00,104.54,105.0,101.0,115.0,352.0,0.0,352.0,0,0
Sông Hinh,16/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,17/01 23:00,379.43,380.0,340.0,40.2,40.2,0.0,40.2,0,0
Sông Bung 2,17/01 23:00,604.18,605.0,565.0,6.81,14.28,0.0,14.28,0,0
Vĩnh Sơn A,17/01 23:00,774.99,775.0,765.0,7.45,13.2,0.0,13.2,0,0
Sông Bung 4,17/01 23:00,222.45,222.5,205.0,112.0,112.0,0.0,112.0,0,0
Vĩnh Sơn B,17/01 23:00,826.0,826.0,813.6,1.0,0.0,0.0,,0,0
Vĩnh Sơn C,17/01 23:00,981.0,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,17/01 23:00,174.44,175.0,140.0,118.42,203.7,5.7,198.0,0,0
Sông Ba Hạ,17/01 23:00,104.62,105.0,101.0,60.0,0.0,0.0,0.0,0,0
Sông Hinh,17/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,18/01 23:00,379.46,380.0,340.0,62.4,38.0,0.0,38.0,0,0
Sông Bung 2,18/01 23:00,604.18,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,18/01 23:00,774.97,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,18/01 23:00,222.44,222.5,205.0,100.0,100.0,0.0,100.0,0,0
Vĩnh Sơn B,18/01 23:00,825.99,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,18/01 23:00,980.98,981.0,971.3,1.5,0.0,0.0,,0,0
Sông Tranh 2,18/01 23:00,174.61,175.0,140.0,127.06,183.86,5.7,178.16,0,0
Sông Ba Hạ,18/01 23:00,104.65,105.0,101.0,25.0,0.0,0.0,0.0,0,0
Sông Hinh,18/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,19/01 23:00,379.57,380.0,340.0,26.1,26.1,0.0,26.1,0,0
Sông Bung 2,19/01 23:00,604.18,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,19/01 23:00,774.92,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,19/01 23:00,222.44,222.5,205.0,56.56,100.0,0.0,100.0,0,0
Vĩnh Sơn B,19/01 23:00,825.98,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,19/01 23:00,980.94,981.0,971.3,1.5,0.0,0.0,,0,0
Sông Tranh 2,19/01 23:00,174.68,175.0,140.0,120.38,120.38,5.7,114.68,0,0
Sông Ba Hạ,19/01 23:00,104.6,105.0,101.0,33.0,0.0,0.0,0.0,0,0
Sông Hinh,19/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,20/01 23:00,379.57,380.0,340.0,42.9,18.5,0.0,18.5,0,0
Sông Bung 2,20/01 23:00,604.16,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,20/01 23:00,774.85,775.0,765.0,6.45,13.2,0.0,13.2,0,0
Sông Bung 4,20/01 23:00,222.36,222.5,205.0,56.56,100.0,0.0,100.0,0,0
Vĩnh Sơn B,20/01 23:00,826.96,826.0,813.6,20.21,18.71,18.71,,0,0
Vĩnh Sơn C,20/01 23:00,980.9,981.0,971.3,1.5,0.0,0.0,,0,0
Sông Tranh 2,20/01 23:00,174.8,175.0,140.0,132.76,132.75,5.7,127.05,0,0
Sông Ba Hạ,20/01 23:00,104.66,105.0,101.0,54.0,0.0,0.0,0.0,0,0
Sông Hinh,20/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,21/01 23:00,379.48,380.0,340.0,7.4,31.8,0.0,31.8,0,0
Sông Bung 2,21/01 23:00,604.12,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,21/01 23:00,774.73,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,21/01 23:00,222.28,222.5,205.0,73.11,160.0,0.0,160.0,0,0
Vĩnh Sơn B,21/01 23:00,825.95,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,21/01 23:00,980.84,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,21/01 23:00,174.76,175.0,140.0,85.85,142.65,5.7,136.95,0,0
Sông Ba Hạ,21/01 23:00,104.7,105.0,101.0,65.0,0.0,0.0,0.0,0,0
Sông Hinh,21/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,22/01 23:00,379.32,380.0,340.0,37.5,37.5,0.0,37.5,0,0
Sông Bung 2,22/01 23:00,604.09,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,22/01 23:00,774.64,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,22/01 23:00,222.07,222.5,205.0,25.67,156.0,0.0,156.0,0,0
Vĩnh Sơn B,22/01 23:00,825.94,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,22/01 23:00,980.78,981.0,971.3,2.0,0.0,0.0,,0,0
Sông Tranh 2,22/01 23:00,174.72,175.0,140.0,89.95,203.7,5.7,198.0,0,0
Sông Ba Hạ,22/01 23:00,104.59,105.0,101.0,100.0,290.0,0.0,290.0,0,0
Sông Hinh,22/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,23/01 23:00,379.21,380.0,340.0,40.7,40.7,0.0,40.7,0,0
Sông Bung 2,23/01 23:00,604.08,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,23/01 23:00,774.54,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,23/01 23:00,221.76,222.5,205.0,25.67,156.0,0.0,156.0,0,0
Vĩnh Sơn B,23/01 23:00,825.93,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,23/01 23:00,980.72,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,23/01 23:00,174.46,175.0,140.0,76.06,189.68,5.7,183.98,0,0
Sông Ba Hạ,23/01 23:00,104.65,105.0,101.0,98.0,0.0,0.0,0.0,0,0
Sông Hinh,23/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,24/01 23:00,379.12,380.0,340.0,24.7,73.5,0.0,73.5,0,0
Sông Bung 2,24/01 23:00,604.08,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,24/01 23:00,774.47,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,24/01 23:00,221.77,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,24/01 23:00,825.92,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,24/01 23:00,980.66,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,24/01 23:00,174.49,175.0,140.0,61.61,203.7,5.7,198.0,0,0
Sông Ba Hạ,24/01 23:00,104.72,105.0,101.0,38.0,0.0,0.0,0.0,0,0
Sông Hinh,24/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,25/01 23:00,379.04,380.0,340.0,34.7,10.3,0.0,10.3,0,0
Sông Bung 2,25/01 23:00,604.02,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,25/01 23:00,774.4,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,25/01 23:00,221.65,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,25/01 23:00,825.92,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,25/01 23:00,980.6,981.0,971.3,2.0,0.0,0.0,,0,0
Sông Tranh 2,25/01 23:00,174.34,175.0,140.0,61.61,203.7,5.7,198.0,0,0
Sông Ba Hạ,25/01 23:00,104.73,105.0,101.0,79.0,0.0,0.0,0.0,0,0
Sông Hinh,25/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,26/01 23:00,379.03,380.0,340.0,28.3,3.9,0.0,3.9,0,0
Sông Bung 2,26/01 23:00,603.97,605.0,565.0,10.22,32.64,0.0,32.64,0,0
Vĩnh Sơn A,26/01 23:00,774.32,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,26/01 23:00,221.47,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,26/01 23:00,825.9,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,26/01 23:00,980.55,981.0,971.3,2.0,0.0,0.0,,0,0
Sông Tranh 2,26/01 23:00,174.06,175.0,140.0,61.6,203.7,5.7,198.0,0,0
Sông Ba Hạ,26/01 23:00,104.61,105.0,101.0,45.0,0.0,0.0,0.0,0,0
Sông Hinh,26/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,27/01 23:00,379.04,380.0,340.0,24.4,0.0,0.0,0.0,0,0
Sông Bung 2,27/01 23:00,603.96,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,27/01 23:00,774.22,775.0,765.0,5.45,13.2,0.0,13.2,0,0
Sông Bung 4,27/01 23:00,221.25,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,27/01 23:00,825.88,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,27/01 23:00,980.51,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,27/01 23:00,173.71,175.0,140.0,92.13,205.7,5.7,200.0,0,0
Sông Ba Hạ,27/01 23:00,104.52,105.0,101.0,70.0,0.0,0.0,0.0,0,0
Sông Hinh,27/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,28/01 23:00,379.11,380.0,340.0,24.4,0.0,0.0,0.0,0,0
Sông Bung 2,28/01 23:00,603.99,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,28/01 23:00,774.11,775.0,765.0,6.45,13.2,0.0,13.2,0,0
Sông Bung 4,28/01 23:00,220.96,222.5,205.0,25.67,156.0,0.0,156.0,0,0
Vĩnh Sơn B,28/01 23:00,825.86,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,28/01 23:00,980.5,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,28/01 23:00,173.52,175.0,140.0,93.1,121.53,5.7,115.83,0,0
Sông Ba Hạ,28/01 21:00,104.46,105.0,101.0,64.0,321.0,0.0,321.0,0,0
Sông Hinh,28/01 23:00,209.0,209.0,196.0,104.83,104.83,50.0,54.83,0,0
A Vương,29/01 23:00,379.2,380.0,340.0,33.1,8.7,0.0,8.7,0,0
Sông Bung 2,29/01 23:00,603.99,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,29/01 23:00,774.1,775.0,765.0,-3.1,4.4,0.0,4.4,0,0
Sông Bung 4,29/01 23:00,221.16,222.5,205.0,103.44,60.0,0.0,60.0,0,0
Vĩnh Sơn B,29/01 23:00,825.85,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,29/01 23:00,980.45,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,29/01 23:00,173.51,175.0,140.0,74.76,131.53,5.7,125.83,0,0
Sông Ba Hạ,29/01 23:00,104.41,105.0,101.0,24.0,0.0,0.0,0.0,0,0
Sông Hinh,29/01 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,30/01 23:00,379.17,380.0,340.0,30.8,6.4,0.0,6.4,0,0
Sông Bung 2,30/01 23:00,603.99,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,30/01 23:00,774.14,775.0,765.0,5.7,13.2,0.0,13.2,0,0
Sông Bung 4,30/01 23:00,221.2,222.5,205.0,60.0,60.0,0.0,60.0,0,0
Vĩnh Sơn B,30/01 23:00,825.83,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,30/01 23:00,980.41,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,30/01 23:00,173.46,175.0,140.0,61.79,203.98,5.7,198.28,0,0
Sông Ba Hạ,30/01 23:00,104.44,105.0,101.0,20.0,0.0,0.0,0.0,0,0
Sông Hinh,30/01 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,31/01 23:00,379.17,380.0,340.0,10.4,10.4,0.0,10.4,0,0
Sông Bung 2,31/01 23:00,604.0,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,31/01 23:00,774.3,775.0,765.0,-0.9,6.6,0.0,6.6,0,0
Sông Bung 4,31/01 23:00,221.33,222.5,205.0,60.0,60.0,0.0,60.0,0,0
Vĩnh Sơn B,31/01 23:00,825.8,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,31/01 23:00,980.35,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,31/01 23:00,173.26,175.0,140.0,58.78,115.7,5.7,110.0,0,0
Sông Ba Hạ,31/01 23:00,104.52,105.0,101.0,65.0,0.0,0.0,0.0,0,0
Sông Hinh,31/01 23:00,209.0,209.0,196.0,39.95,39.95,0.0,39.95,0,0
A Vương,01/02 23:00,379.21,380.0,340.0,18.1,18.1,0.0,18.1,0,0
Sông Bung 2,01/02 23:00,603.92,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,01/02 23:00,774.38,775.0,765.0,5.5,13.0,0.0,13.0,0,0
Sông Bung 4,01/02 23:00,221.24,222.5,205.0,25.67,156.0,0.0,156.0,0,0
Vĩnh Sơn B,01/02 23:00,825.78,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,01/02 23:00,980.28,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,01/02 23:00,173.24,175.0,140.0,67.25,124.03,5.7,118.33,0,0
Sông Ba Hạ,01/02 13:00,104.52,105.0,101.0,35.0,0.0,0.0,0.0,0,0
Sông Hinh,01/02 23:00,209.0,209.0,196.0,47.0,47.0,0.0,47.0,0,0
A Vương,02/02 23:00,379.2,380.0,340.0,26.2,1.8,0.0,1.8,0,0
Sông Bung 2,02/02 23:00,603.82,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,02/02 23:00,774.4,775.0,765.0,5.7,13.2,0.0,13.2,0,0
Sông Bung 4,02/02 23:00,221.26,222.5,205.0,34.56,78.0,0.0,78.0,0,0
Vĩnh Sơn B,02/02 23:00,825.75,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,02/02 23:00,980.2,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,02/02 23:00,173.24,175.0,140.0,68.64,182.37,5.7,176.67,0,0
Sông Ba Hạ,02/02 23:00,104.5,105.0,101.0,65.0,0.0,0.0,0.0,0,0
Sông Hinh,02/02 23:00,209.0,209.0,196.0,48.96,48.96,0.0,48.96,0,0
A Vương,03/02 23:00,379.13,380.0,340.0,33.4,33.4,0.0,33.4,0,0
Sông Bung 2,03/02 23:00,603.66,605.0,565.0,17.69,32.64,0.0,32.64,0,0
Vĩnh Sơn A,03/02 23:00,774.47,775.0,765.0,5.4,12.9,0.0,12.9,0,0
Sông Bung 4,03/02 23:00,221.19,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,03/02 23:00,825.74,826.0,813.6,3.5,0.0,0.0,,0,0
Vĩnh Sơn C,03/02 23:00,980.14,981.0,971.3,4.0,0.0,0.0,,0,0
Sông Tranh 2,03/02 23:00,173.26,175.0,140.0,80.45,165.7,5.7,160.0,0,0
Sông Ba Hạ,03/02 23:00,104.44,105.0,101.0,50.0,0.0,0.0,0.0,0,0
Sông Hinh,03/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,04/02 23:00,379.0,380.0,340.0,36.0,60.4,0.0,60.4,0,0
Sông Bung 2,04/02 23:00,603.5,605.0,565.0,10.22,32.64,0.0,32.64,0,0
Vĩnh Sơn A,04/02 23:00,774.44,775.0,765.0,10.3,12.3,0.0,12.3,0,0
Sông Bung 4,04/02 23:00,221.07,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,04/02 23:00,825.73,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,04/02 23:00,980.09,981.0,971.3,4.0,0.0,0.0,,0,0
Sông Tranh 2,04/02 23:00,173.25,175.0,140.0,43.64,185.7,5.7,180.0,0,0
Sông Ba Hạ,04/02 23:00,104.47,105.0,101.0,76.0,0.0,0.0,0.0,0,0
Sông Hinh,04/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,05/02 23:00,378.76,380.0,340.0,45.4,69.8,0.0,69.8,0,0
Sông Bung 2,05/02 23:00,603.33,605.0,565.0,10.22,32.64,0.0,32.64,0,0
Vĩnh Sơn A,05/02 23:00,774.28,775.0,765.0,7.45,13.2,0.0,13.2,0,0
Sông Bung 4,05/02 23:00,220.85,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,05/02 23:00,825.77,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,05/02 23:00,980.03,981.0,971.3,4.0,0.0,0.0,,0,0
Sông Tranh 2,05/02 23:00,173.3,175.0,140.0,68.79,182.37,5.7,176.67,0,0
Sông Ba Hạ,05/02 23:00,104.4,105.0,101.0,116.0,145.0,0.0,145.0,0,0
Sông Hinh,05/02 23:00,209.0,209.0,196.0,47.0,47.0,0.0,47.0,0,0
A Vương,06/02 23:00,378.55,380.0,340.0,47.5,71.9,0.0,71.9,0,0
Sông Bung 2,06/02 23:00,603.21,605.0,565.0,10.22,32.64,0.0,32.64,0,0
Vĩnh Sơn A,06/02 23:00,774.15,775.0,765.0,3.7,13.2,0.0,13.2,0,0
Sông Bung 4,06/02 23:00,220.68,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,06/02 23:00,825.79,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,06/02 23:00,979.96,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,06/02 23:00,173.4,175.0,140.0,48.93,105.7,5.7,100.0,0,0
Sông Ba Hạ,06/02 23:00,104.42,105.0,101.0,75.0,0.0,0.0,0.0,0,0
Sông Hinh,06/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,07/02 23:00,378.39,380.0,340.0,28.3,77.1,0.0,77.1,0,0
Sông Bung 2,07/02 23:00,603.1,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,07/02 23:00,774.05,775.0,765.0,3.7,13.2,0.0,13.2,0,0
Sông Bung 4,07/02 23:00,220.56,222.5,205.0,81.56,125.0,0.0,125.0,0,0
Vĩnh Sơn B,07/02 23:00,825.82,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,07/02 23:00,979.88,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,07/02 23:00,173.44,175.0,140.0,77.26,105.7,5.7,100.0,0,0
Sông Ba Hạ,07/02 23:00,104.38,105.0,101.0,46.0,0.0,0.0,0.0,0,0
Sông Hinh,07/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,08/02 23:00,378.36,380.0,340.0,28.9,53.3,0.0,53.3,0,0
Sông Bung 2,08/02 23:00,603.01,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,08/02 23:00,773.89,775.0,765.0,0.45,13.2,0.0,13.2,0,0
Sông Bung 4,08/02 23:00,220.46,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,08/02 23:00,825.85,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,08/02 23:00,979.82,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,08/02 23:00,173.52,175.0,140.0,77.26,105.7,5.7,100.0,0,0
Sông Ba Hạ,08/02 23:00,104.45,105.0,101.0,40.0,0.0,0.0,0.0,0,0
Sông Hinh,08/02 23:00,209.0,209.0,196.0,47.0,47.0,0.0,47.0,0,0
A Vương,09/02 23:00,378.31,380.0,340.0,9.6,34.0,0.0,34.0,0,0
Sông Bung 2,09/02 23:00,602.94,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,09/02 23:00,773.86,775.0,765.0,4.03,13.2,0.0,13.2,0,0
Sông Bung 4,09/02 23:00,220.48,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,09/02 23:00,825.88,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,09/02 23:00,979.76,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,09/02 23:00,173.61,175.0,140.0,48.93,105.7,5.7,100.0,0,0
Sông Ba Hạ,09/02 17:00,104.47,105.0,101.0,22.0,120.0,0.0,120.0,0,0
Sông Hinh,09/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,10/02 23:00,378.23,380.0,340.0,47.3,47.3,0.0,47.3,0,0
Sông Bung 2,10/02 23:00,602.91,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,10/02 23:00,773.75,775.0,765.0,3.0,5.0,0.0,5.0,0,0
Sông Bung 4,10/02 23:00,220.48,222.5,205.0,33.56,77.0,0.0,77.0,0,0
Vĩnh Sơn B,10/02 23:00,825.89,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,10/02 23:00,979.74,981.0,971.3,2.0,0.0,0.0,,0,0
Sông Tranh 2,10/02 23:00,173.63,175.0,140.0,35.19,205.7,5.7,200.0,0,0
Sông Ba Hạ,10/02 23:00,104.48,105.0,101.0,66.0,0.0,0.0,0.0,0,0
Sông Hinh,10/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,11/02 23:00,378.11,380.0,340.0,38.9,63.3,0.0,63.3,0,0
Sông Bung 2,11/02 23:00,602.86,605.0,565.0,8.18,30.6,0.0,30.6,0,0
Vĩnh Sơn A,11/02 23:00,773.65,775.0,765.0,9.77,13.2,0.0,13.2,0,0
Sông Bung 4,11/02 23:00,220.54,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,11/02 23:00,825.89,826.0,813.6,0.27,0.0,0.0,,0,0
Vĩnh Sơn C,11/02 23:00,979.73,981.0,971.3,1.8,0.0,0.0,,0,0
Sông Tranh 2,11/02 23:00,173.47,175.0,140.0,35.18,205.7,5.7,200.0,0,0
Sông Ba Hạ,11/02 23:00,104.46,105.0,101.0,65.0,373.0,0.0,373.0,0,0
Sông Hinh,11/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,12/02 23:00,378.0,380.0,340.0,40.0,40.0,0.0,40.0,0,0
Sông Bung 2,12/02 23:00,602.79,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,12/02 23:00,773.54,775.0,765.0,7.62,13.2,0.0,13.2,0,0
Sông Bung 4,12/02 23:00,220.62,222.5,205.0,34.56,78.0,0.0,78.0,0,0
Vĩnh Sơn B,12/02 23:00,825.89,826.0,813.6,0.27,0.0,0.0,,0,0
Vĩnh Sơn C,12/02 23:00,979.71,981.0,971.3,0.7,0.0,0.0,,0,0
Sông Tranh 2,12/02 23:00,173.24,175.0,140.0,35.17,205.7,5.7,200.0,0,0
Sông Ba Hạ,12/02 23:00,104.5,105.0,101.0,60.0,0.0,0.0,0.0,0,0
Sông Hinh,12/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,13/02 23:00,377.87,380.0,340.0,5.7,54.5,0.0,54.5,0,0
Sông Bung 2,13/02 23:00,602.76,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,13/02 23:00,773.4,775.0,765.0,7.48,13.2,0.0,13.2,0,0
Sông Bung 4,13/02 23:00,220.68,222.5,205.0,34.56,78.0,0.0,78.0,0,0
Vĩnh Sơn B,13/02 23:00,825.89,826.0,813.6,0.27,0.0,0.0,,0,0
Vĩnh Sơn C,13/02 23:00,979.69,981.0,971.3,0.72,0.0,0.0,,0,0
Sông Tranh 2,13/02 23:00,173.09,175.0,140.0,54.79,196.85,5.7,191.15,0,0
Sông Ba Hạ,13/02 23:00,104.58,105.0,101.0,55.0,0.0,0.0,0.0,0,0
Sông Hinh,13/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,14/02 23:00,377.79,380.0,340.0,13.8,38.2,0.0,38.2,0,0
Sông Bung 2,14/02 23:00,602.69,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,14/02 23:00,773.4,775.0,765.0,9.28,13.2,0.0,13.2,0,0
Sông Bung 4,14/02 23:00,220.74,222.5,205.0,33.56,77.0,0.0,77.0,0,0
Vĩnh Sơn B,14/02 23:00,825.85,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,14/02 23:00,979.67,981.0,971.3,1.8,0.0,0.0,,0,0
Sông Tranh 2,14/02 23:00,172.95,175.0,140.0,37.16,207.7,5.7,202.0,0,0
Sông Ba Hạ,14/02 23:00,104.68,105.0,101.0,52.0,0.0,0.0,0.0,0,0
Sông Hinh,14/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,15/02 23:00,377.77,380.0,340.0,28.1,28.1,0.0,28.1,0,0
Sông Bung 2,15/02 23:00,602.66,605.0,565.0,13.61,28.56,0.0,28.56,0,0
Vĩnh Sơn A,15/02 23:00,773.4,775.0,765.0,2.12,13.2,0.0,13.2,0,0
Sông Bung 4,15/02 23:00,220.81,222.5,205.0,34.56,78.0,0.0,78.0,0,0
Vĩnh Sơn B,15/02 23:00,825.82,826.0,813.6,5.7,0.0,0.0,,0,0
Vĩnh Sơn C,15/02 23:00,979.64,981.0,971.3,1.8,0.0,0.0,,0,0
Sông Tranh 2,15/02 23:00,172.81,175.0,140.0,37.3,207.7,5.7,202.0,0,0
Sông Ba Hạ,15/02 23:00,104.77,105.0,101.0,48.0,0.0,0.0,0.0,0,0
Sông Hinh,15/02 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,16/02 23:00,377.76,380.0,340.0,36.0,36.0,0.0,36.0,0,0
Sông Bung 2,16/02 23:00,602.59,605.0,565.0,6.14,28.56,0.0,28.56,0,0
Vĩnh Sơn A,16/02 23:00,773.39,775.0,765.0,2.5,10.0,0.0,10.0,0,0
Sông Bung 4,16/02 23:00,220.85,222.5,205.0,34.56,78.0,0.0,78.0,0,0
