tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Sê San 3A,11/12 23:00,238.77,239.0,238.5,262.0,282.0,0.0,282.0,0,0
Sê San 4,11/12 23:00,213.99,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,11/12 23:00,513.67,515.0,485.0,15.3,0.0,0.0,0.0,0,0
An Khê,11/12 23:00,428.99,429.0,427.0,70.46,68.0,20.0,48.0,0,1
Srêpốk 3,11/12 23:00,271.32,272.0,268.0,405.0,266.0,0.0,266.0,0,0
Buôn Kuốp,11/12 23:00,411.57,412.0,409.0,261.0,203.0,0.0,203.0,0,0
Buôn Tua Srah,11/12 23:00,486.81,487.5,465.0,33.0,170.0,0.0,170.0,0,0
Đồng Nai 3,11/12 23:00,588.89,590.0,570.0,44.64,59.2,0.0,59.2,0,0
Đồng Nai 4,11/12 23:00,475.56,476.0,474.0,86.81,98.27,2.5,95.77,0,0
Đơn Dương,11/12 23:00,1041.5,1042.0,1018.0,10.87,52.44,15.0,37.44,0,1
Đại Ninh,11/12 23:00,877.74,880.0,860.0,29.0,0.7,0.7,0.0,0,0
Hàm Thuận,11/12 23:00,601.08,605.0,575.0,24.42,4.31,2.9,1.41,0,0
Đa Mi,11/12 23:00,324.27,325.0,323.0,1.42,44.65,0.0,44.65,0,0
Thượng Kon Tum,12/12 23:00,1160.0,,,35.82,35.86,21.97,13.89,0,0
Pleikrông,12/12 23:00,569.56,570.0,537.0,128.0,198.0,0.0,198.0,0,0
Ialy,12/12 23:00,511.98,515.0,490.0,292.0,150.0,0.0,150.0,0,0
Sê San 3,12/12 23:00,304.01,304.5,303.2,161.0,243.0,0.0,243.0,0,0
Sê San 3A,12/12 23:00,239.0,239.0,238.5,282.0,282.0,0.0,282.0,0,0
Sê San 4,12/12 23:00,214.0,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,12/12 23:00,513.75,515.0,485.0,15.6,0.0,0.0,0.0,0,0
An Khê,12/12 23:00,428.98,429.0,427.0,68.74,68.0,20.0,48.0,0,1
Srêpốk 3,12/12 23:00,271.67,272.0,268.0,338.0,412.0,0.0,412.0,0,0
Buôn Kuốp,12/12 23:00,411.46,412.0,409.0,265.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,12/12 23:00,486.9,487.5,465.0,44.0,85.0,0.0,85.0,0,0
Đồng Nai 3,12/12 23:00,588.9,590.0,570.0,70.8,56.24,0.0,56.24,0,0
Đồng Nai 4,12/12 23:00,475.51,476.0,474.0,72.19,83.65,2.5,81.15,0,0
Đơn Dương,12/12 23:00,1041.4,1042.0,1018.0,42.97,37.45,0.0,37.45,0,0
Đại Ninh,12/12 23:00,877.84,880.0,860.0,27.0,0.7,0.7,0.0,0,0
Hàm Thuận,12/12 23:00,601.1,605.0,575.0,21.12,7.71,2.9,4.81,0,0
Đa Mi,12/12 23:00,324.2,325.0,323.0,6.44,45.05,0.0,45.05,0,0
Thượng Kon Tum,13/12 23:00,1160.0,,,34.86,34.9,21.01,13.89,0,0
Pleikrông,13/12 23:00,569.69,570.0,537.0,128.0,58.0,0.0,58.0,0,0
Ialy,13/12 23:00,512.03,515.0,490.0,127.0,269.0,0.0,269.0,0,0
Sê San 3,13/12 23:00,304.31,304.5,303.2,279.0,276.0,0.0,276.0,0,0
Sê San 3A,13/12 23:00,238.98,239.0,238.5,243.0,298.0,0.0,298.0,0,0
Sê San 4,13/12 23:00,213.95,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,13/12 23:00,513.85,515.0,485.0,24.8,0.0,0.0,0.0,0,0
An Khê,13/12 23:00,428.98,429.0,427.0,69.22,68.0,20.0,48.0,0,1
Srêpốk 3,13/12 23:00,271.74,272.0,268.0,361.0,412.0,0.0,412.0,0,0
Buôn Kuốp,13/12 23:00,411.51,412.0,409.0,280.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,13/12 23:00,486.97,487.5,465.0,35.0,153.0,0.0,153.0,0,0
Đồng Nai 3,13/12 23:00,588.9,590.0,570.0,78.19,63.63,0.0,63.63,0,0
Đồng Nai 4,13/12 23:00,475.45,476.0,474.0,79.4,90.9,2.5,88.4,0,0
Đơn Dương,13/12 23:00,1041.47,1042.0,1018.0,47.45,36.69,0.0,36.69,0,0
Đại Ninh,13/12 23:00,877.92,880.0,860.0,20.0,0.7,0.7,0.0,0,0
Hàm Thuận,13/12 23:00,601.11,605.0,575.0,23.01,2.9,2.9,0.0,0,0
Đa Mi,13/12 23:00,324.15,325.0,323.0,3.33,0.0,0.0,0.0,0,0
Thượng Kon Tum,14/12 23:00,1160.0,,,35.36,35.44,7.66,27.78,0,0
Pleikrông,14/12 23:00,569.81,570.0,537.0,58.0,58.0,0.0,58.0,0,0
Ialy,14/12 23:00,512.07,515.0,490.0,240.0,311.0,0.0,311.0,0,0
Sê San 3,14/12 23:00,303.7,304.5,303.2,323.0,252.0,0.0,252.0,0,0
Sê San 3A,14/12 23:00,238.65,239.0,238.5,243.0,217.0,0.0,217.0,0,0
Sê San 4,14/12 23:00,214.01,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,14/12 23:00,513.97,515.0,485.0,24.6,0.0,0.0,0.0,0,0
An Khê,14/12 23:00,428.79,429.0,427.0,28.73,52.0,4.0,48.0,0,1
Srêpốk 3,14/12 23:00,271.78,272.0,268.0,342.0,412.0,0.0,412.0,0,0
Buôn Kuốp,14/12 23:00,411.58,412.0,409.0,265.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,14/12 23:00,487.02,487.5,465.0,42.0,85.0,0.0,85.0,0,0
Đồng Nai 3,14/12 23:00,588.9,590.0,570.0,118.96,60.73,0.0,60.73,0,0
Đồng Nai 4,14/12 23:00,475.4,476.0,474.0,70.3,81.7,2.5,79.2,0,0
Đơn Dương,14/12 23:00,1041.48,1042.0,1018.0,50.02,36.65,0.0,36.65,0,0
Đại Ninh,14/12 23:00,877.97,880.0,860.0,13.0,0.7,0.7,0.0,0,0
Hàm Thuận,14/12 23:00,601.14,605.0,575.0,30.47,37.17,2.9,34.27,0,0
Đa Mi,14/12 23:00,324.15,325.0,323.0,36.7,14.2,0.0,14.2,0,0
Thượng Kon Tum,15/12 23:00,1160.0,,,35.36,35.44,7.66,27.78,0,0
Pleikrông,15/12 23:00,569.87,570.0,537.0,58.0,198.0,0.0,198.0,0,0
Ialy,15/12 23:00,512.1,515.0,490.0,261.0,404.0,0.0,404.0,0,0
Sê San 3,15/12 23:00,303.92,304.5,303.2,410.0,385.0,0.0,385.0,0,0
Sê San 3A,15/12 23:00,238.61,239.0,238.5,245.0,179.0,0.0,179.0,0,0
Sê San 4,15/12 23:00,213.95,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,15/12 23:00,514.2,515.0,485.0,31.7,0.0,0.0,0.0,0,0
An Khê,15/12 23:00,428.85,429.0,427.0,15.17,28.0,4.0,24.0,0,1
Srêpốk 3,15/12 23:00,271.78,272.0,268.0,338.0,412.0,0.0,412.0,0,0
Buôn Kuốp,15/12 23:00,411.47,412.0,409.0,280.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,15/12 23:00,487.03,487.5,465.0,32.0,132.0,0.0,132.0,0,0
Đồng Nai 3,15/12 23:00,588.89,590.0,570.0,130.78,58.0,0.0,58.0,0,0
Đồng Nai 4,15/12 23:00,475.35,476.0,474.0,73.38,61.92,2.5,59.42,0,0
Đơn Dương,15/12 23:00,1041.49,1042.0,1018.0,47.4,36.64,0.0,36.64,0,0
Đại Ninh,15/12 23:00,877.98,880.0,860.0,21.0,28.7,0.7,28.0,0,0
Hàm Thuận,15/12 23:00,601.14,605.0,575.0,21.19,41.3,2.9,38.4,0,0
Đa Mi,15/12 23:00,324.2,325.0,323.0,40.22,44.94,0.0,44.94,0,0
Thượng Kon Tum,16/12 23:00,1160.0,,,37.27,30.4,9.57,20.83,0,0
Pleikrông,16/12 23:00,569.85,570.0,537.0,148.0,78.0,0.0,78.0,0,0
Ialy,16/12 23:00,512.17,515.0,490.0,156.0,227.0,0.0,227.0,0,0
Sê San 3,16/12 23:00,304.32,304.5,303.2,239.0,331.0,0.0,331.0,0,0
Sê San 3A,16/12 23:00,238.62,239.0,238.5,349.0,385.0,0.0,385.0,0,0
Sê San 4,16/12 23:00,213.89,215.0,210.0,307.0,160.0,0.0,160.0,0,0
Kanak,16/12 23:00,514.56,515.0,485.0,32.2,0.0,0.0,0.0,0,0
An Khê,16/12 23:00,428.89,429.0,427.0,26.54,28.0,4.0,24.0,0,1
Srêpốk 3,16/12 23:00,271.62,272.0,268.0,254.0,412.0,0.0,412.0,0,0
Buôn Kuốp,16/12 23:00,411.27,412.0,409.0,294.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,16/12 23:00,486.96,487.5,465.0,48.0,130.0,0.0,130.0,0,0
Đồng Nai 3,16/12 23:00,588.86,590.0,570.0,119.18,46.4,0.0,46.4,0,0
Đồng Nai 4,16/12 23:00,475.28,476.0,474.0,63.76,98.13,2.5,95.63,0,0
Đơn Dương,16/12 23:00,1041.44,1042.0,1018.0,49.99,36.62,0.0,36.62,0,0
Đại Ninh,16/12 23:00,877.98,880.0,860.0,15.0,0.7,0.7,0.0,0,0
Hàm Thuận,16/12 23:00,601.09,605.0,575.0,32.09,32.09,2.9,29.19,0,0
Đa Mi,16/12 23:00,324.36,325.0,323.0,29.73,49.17,0.0,49.17,0,0
Thượng Kon Tum,17/12 23:00,1160.0,,,37.27,37.35,9.57,27.78,0,0
Pleikrông,17/12 23:00,569.85,570.0,537.0,83.0,83.0,0.0,83.0,0,0
Ialy,17/12 23:00,512.17,515.0,490.0,146.0,146.0,0.0,146.0,0,0
Sê San 3,17/12 23:00,303.45,304.5,303.2,153.0,208.0,0.0,208.0,0,0
Sê San 3A,17/12 23:00,238.76,239.0,238.5,244.0,285.0,0.0,285.0,0,0
Sê San 4,17/12 23:00,213.88,215.0,210.0,307.0,160.0,0.0,160.0,0,0
Kanak,17/12 23:00,514.84,515.0,485.0,28.6,0.0,0.0,0.0,0,0
An Khê,17/12 23:00,428.93,429.0,427.0,30.45,28.0,4.0,24.0,0,1
Srêpốk 3,17/12 23:00,271.45,272.0,268.0,229.0,266.0,0.0,266.0,0,0
Buôn Kuốp,17/12 23:00,411.62,412.0,409.0,273.0,200.0,0.0,200.0,0,0
Buôn Tua Srah,17/12 23:00,486.99,487.5,465.0,30.0,0.0,0.0,0.0,0,0
Đồng Nai 3,17/12 23:00,588.87,590.0,570.0,101.91,43.69,0.0,43.69,0,0
Đồng Nai 4,17/12 23:00,475.26,476.0,474.0,42.63,31.17,2.5,28.67,0,0
Đơn Dương,17/12 23:00,1041.41,1042.0,1018.0,50.01,36.64,0.0,36.64,0,0
Đại Ninh,17/12 23:00,878.01,880.0,860.0,10.0,0.7,0.7,0.0,0,0
Hàm Thuận,17/12 23:00,601.1,605.0,575.0,21.13,47.95,2.9,45.05,0,0
Đa Mi,17/12 23:00,324.44,325.0,323.0,46.86,45.19,0.0,45.19,0,0
Thượng Kon Tum,18/12 23:00,1160.0,,,42.98,43.06,15.28,27.78,0,0
Pleikrông,18/12 23:00,569.85,570.0,537.0,82.0,152.0,0.0,152.0,0,0
Ialy,18/12 23:00,512.31,515.0,490.0,233.0,161.0,0.0,161.0,0,0
Sê San 3,18/12 23:00,303.65,304.5,303.2,176.0,293.0,0.0,293.0,0,0
Sê San 3A,18/12 23:00,238.58,239.0,238.5,245.0,192.0,0.0,192.0,0,0
Sê San 4,18/12 23:00,213.87,215.0,210.0,160.0,160.0,0.0,160.0,0,0
Kanak,18/12 23:00,514.91,515.0,485.0,19.8,0.0,0.0,0.0,0,0
An Khê,18/12 23:00,428.96,429.0,427.0,29.86,28.0,4.0,24.0,0,1
Srêpốk 3,18/12 23:00,271.82,272.0,268.0,369.0,448.0,36.0,412.0,0,1
Buôn Kuốp,18/12 23:00,410.94,412.0,409.0,194.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,18/12 23:00,487.06,487.5,465.0,18.0,85.0,0.0,85.0,0,0
Đồng Nai 3,18/12 23:00,588.85,590.0,570.0,15.03,29.59,0.0,29.59,0,0
Đồng Nai 4,18/12 23:00,475.29,476.0,474.0,76.24,76.24,2.5,73.74,0,0
Đơn Dương,18/12 23:00,1041.72,1042.0,1018.0,57.99,21.07,0.0,21.07,0,0
Đại Ninh,18/12 23:00,878.04,880.0,860.0,5.0,7.7,0.7,7.0,0,0
Hàm Thuận,18/12 23:00,601.11,605.0,575.0,28.89,35.59,2.9,32.69,0,0
Đa Mi,18/12 23:00,324.47,325.0,323.0,32.81,44.2,0.0,44.2,0,0
Thượng Kon Tum,19/12 23:00,1160.0,,,39.18,39.26,11.48,27.78,0,0
Pleikrông,19/12 23:00,569.85,570.0,537.0,128.0,198.0,0.0,198.0,0,0
Ialy,19/12 23:00,512.35,515.0,490.0,274.0,202.0,0.0,202.0,0,0
Sê San 3,19/12 23:00,303.25,304.5,303.2,212.0,243.0,0.0,243.0,0,0
Sê San 3A,19/12 23:00,238.65,239.0,238.5,245.0,281.0,0.0,281.0,0,0
Sê San 4,19/12 23:00,213.79,215.0,210.0,367.0,220.0,0.0,220.0,0,0
Kanak,19/12 23:00,514.94,515.0,485.0,11.8,0.0,0.0,0.0,0,0
An Khê,19/12 22:00,428.55,429.0,427.0,6.65,28.0,4.0,24.0,0,1
Srêpốk 3,19/12 23:00,271.59,272.0,268.0,273.0,412.0,0.0,412.0,0,0
Buôn Kuốp,19/12 23:00,410.48,412.0,409.0,201.0,308.0,0.0,308.0,0,0
Buôn Tua Srah,19/12 23:00,487.07,487.5,465.0,64.0,0.0,0.0,0.0,0,0
Đồng Nai 3,19/12 23:00,588.85,590.0,570.0,111.52,53.3,0.0,53.3,0,0
Đồng Nai 4,19/12 23:00,475.29,476.0,474.0,79.49,56.58,2.5,54.08,0,0
Đơn Dương,19/12 23:00,1041.91,1042.0,1018.0,39.81,21.2,0.0,21.2,0,0
Đại Ninh,19/12 23:00,878.05,880.0,860.0,6.0,6.7,0.7,6.0,0,0
Hàm Thuận,19/12 23:00,601.09,605.0,575.0,24.11,30.81,2.9,27.91,0,0
Đa Mi,19/12 23:00,324.51,325.0,323.0,29.23,45.34,0.0,45.34,0,0
Thượng Kon Tum,20/12 23:00,1160.0,,,36.32,36.4,8.62,27.78,0,0
Pleikrông,20/12 23:00,569.84,570.0,537.0,113.0,78.0,0.0,78.0,0,0
Ialy,20/12 23:00,512.48,515.0,490.0,186.0,404.0,0.0,404.0,0,0
Sê San 3,20/12 23:00,303.35,304.5,303.2,415.0,440.0,0.0,440.0,0,0
Sê San 3A,20/12 23:00,238.51,239.0,238.5,488.0,521.0,0.0,521.0,0,0
Sê San 4,20/12 23:00,213.76,215.0,210.0,514.0,220.0,0.0,220.0,0,0
Kanak,20/12 23:00,514.95,515.0,485.0,8.78,0.0,0.0,0.0,0,0
An Khê,20/12 23:00,428.35,429.0,427.0,13.62,28.0,4.0,24.0,0,1
Srêpốk 3,20/12 23:00,271.46,272.0,268.0,245.0,412.0,0.0,412.0,0,0
Buôn Kuốp,20/12 23:00,409.9,412.0,409.0,206.0,308.0,0.0,308.0,0,0
Buôn Tua Srah,20/12 23:00,487.08,487.5,465.0,62.0,170.0,0.0,170.0,0,0
Đồng Nai 3,20/12 23:00,588.83,590.0,570.0,131.09,174.76,0.0,174.76,0,0
Đồng Nai 4,20/12 23:00,475.23,476.0,474.0,174.06,196.97,2.5,194.47,0,0
Đơn Dương,20/12 23:00,1041.92,1042.0,1018.0,47.43,36.67,0.0,36.67,0,0
Đại Ninh,20/12 23:00,878.02,880.0,860.0,11.0,55.7,0.7,55.0,0,0
Hàm Thuận,20/12 23:00,601.01,605.0,575.0,23.07,116.93,2.9,114.03,0,0
Đa Mi,20/12 23:00,324.75,325.0,323.0,114.18,64.18,0.0,64.18,0,0
Thượng Kon Tum,21/12 23:00,1160.0,,,37.27,37.35,9.57,27.78,0,0
Pleikrông,21/12 23:00,569.85,570.0,537.0,123.0,53.0,0.0,53.0,0,0
Ialy,21/12 23:00,512.48,515.0,490.0,187.0,404.0,0.0,404.0,0,0
Sê San 3,21/12 23:00,303.94,304.5,303.2,417.0,395.0,0.0,395.0,0,0
Sê San 3A,21/12 23:00,238.83,239.0,238.5,486.0,202.0,0.0,202.0,0,0
Sê San 4,21/12 23:00,213.65,215.0,210.0,73.0,220.0,0.0,220.0,0,0
Kanak,21/12 23:00,514.96,515.0,485.0,9.05,0.0,0.0,0.0,0,0
An Khê,21/12 23:00,428.5,429.0,427.0,11.69,4.0,4.0,0.0,0,1
Srêpốk 3,21/12 23:00,271.23,272.0,268.0,273.0,412.0,0.0,412.0,0,0
Buôn Kuốp,21/12 23:00,410.09,412.0,409.0,267.0,307.0,0.0,307.0,0,0
Buôn Tua Srah,21/12 23:00,486.88,487.5,465.0,31.0,170.0,0.0,170.0,0,0
Đồng Nai 3,21/12 23:00,588.73,590.0,570.0,128.09,157.2,0.0,157.2,0,0
Đồng Nai 4,21/12 23:00,475.06,476.0,474.0,168.71,203.08,2.5,200.58,0,0
Đơn Dương,21/12 23:00,1041.91,1042.0,1018.0,47.51,36.75,0.0,36.75,0,0
Đại Ninh,21/12 21:00,877.9,880.0,860.0,11.0,55.7,0.7,55.0,0,0
Hàm Thuận,21/12 23:00,600.9,605.0,575.0,23.06,63.29,2.9,60.39,0,0
Đa Mi,21/12 23:00,324.92,325.0,323.0,61.52,64.85,0.0,64.85,0,0
Thượng Kon Tum,22/12 23:00,1160.0,,,35.36,35.44,7.66,27.78,0,0
Pleikrông,22/12 23:00,569.85,570.0,537.0,21.0,21.0,0.0,21.0,0,0
Ialy,22/12 23:00,512.39,515.0,490.0,145.0,375.0,0.0,375.0,0,0
Sê San 3,22/12 23:00,303.34,304.5,303.2,383.0,415.0,0.0,415.0,0,0
Sê San 3A,22/12 23:00,239.0,239.0,238.5,301.0,44.0,0.0,44.0,0,0
Sê San 4,22/12 23:00,213.69,215.0,210.0,73.0,220.0,0.0,220.0,0,0
Kanak,22/12 23:00,514.98,515.0,485.0,7.98,0.0,0.0,0.0,0,0
An Khê,22/12 23:00,428.6,429.0,427.0,6.24,4.0,4.0,0.0,0,1
Srêpốk 3,22/12 23:00,271.03,272.0,268.0,245.0,412.0,0.0,412.0,0,0
Buôn Kuốp,22/12 23:00,410.39,412.0,409.0,267.0,307.0,0.0,307.0,0,0
Buôn Tua Srah,22/12 23:00,486.7,487.5,465.0,26.0,170.0,0.0,170.0,0,0
Đồng Nai 3,22/12 23:00,588.64,590.0,570.0,138.15,123.6,0.0,123.6,0,0
Đồng Nai 4,22/12 23:00,474.93,476.0,474.0,181.5,192.8,2.5,190.3,0,0
Đơn Dương,22/12 23:00,1041.9,1042.0,1018.0,44.8,36.66,0.0,36.66,0,0
Đại Ninh,22/12 23:00,877.74,880.0,860.0,15.0,55.7,0.7,55.0,0,0
Hàm Thuận,22/12 23:00,600.83,605.0,575.0,17.62,57.85,2.9,54.95,0,0
Đa Mi,22/12 23:00,324.8,325.0,323.0,54.95,62.37,0.0,62.37,0,0
Thượng Kon Tum,23/12 23:00,1160.0,,,35.36,35.44,7.66,27.78,0,0
Pleikrông,23/12 23:00,569.85,570.0,537.0,21.0,21.0,0.0,21.0,0,0
Ialy,23/12 23:00,512.13,515.0,490.0,117.0,404.0,0.0,404.0,0,0
Sê San 3,23/12 23:00,303.9,304.5,303.2,410.0,476.0,0.0,476.0,0,0
Sê San 3A,23/12 23:00,238.7,239.0,238.5,480.0,208.0,0.0,208.0,0,0
Sê San 4,23/12 23:00,213.83,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,23/12 23:00,514.97,515.0,485.0,8.27,14.1,14.1,,0,0
An Khê,23/12 23:00,428.61,429.0,427.0,4.97,4.0,4.0,0.0,0,1
Srêpốk 3,23/12 23:00,270.82,272.0,268.0,240.0,412.0,0.0,412.0,0,0
Buôn Kuốp,23/12 23:00,410.65,412.0,409.0,242.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,23/12 23:00,486.57,487.5,465.0,24.0,149.0,0.0,149.0,0,0
Đồng Nai 3,23/12 23:00,588.64,590.0,570.0,50.73,65.29,0.0,65.29,0,0
Đồng Nai 4,23/12 23:00,474.97,476.0,474.0,91.43,62.9,2.5,60.4,0,0
Đơn Dương,23/12 23:00,1041.83,1042.0,1018.0,39.48,36.57,0.0,36.57,0,0
Đại Ninh,23/12 23:00,877.66,880.0,860.0,12.0,28.7,0.7,28.0,0,0
Hàm Thuận,23/12 23:00,600.85,605.0,575.0,26.16,32.86,2.9,29.96,0,0
Đa Mi,23/12 23:00,324.61,325.0,323.0,34.35,45.79,0.0,45.79,0,0
Thượng Kon Tum,24/12 23:00,1160.0,,,34.86,34.94,7.16,27.78,0,0
Pleikrông,24/12 23:00,569.85,570.0,537.0,37.0,37.0,0.0,37.0,0,0
Ialy,24/12 23:00,512.12,515.0,490.0,234.0,377.0,0.0,377.0,0,0
Sê San 3,24/12 23:00,304.1,304.5,303.2,389.0,293.0,0.0,293.0,0,0
Sê San 3A,24/12 23:00,238.63,239.0,238.5,244.0,188.0,0.0,188.0,0,0
Sê San 4,24/12 23:00,213.84,215.0,210.0,220.0,220.0,0.0,220.0,0,0
Kanak,24/12 23:00,514.94,515.0,485.0,8.6,16.7,0.0,16.7,0,0
An Khê,24/12 23:00,428.73,429.0,427.0,31.76,4.0,4.0,0.0,0,1
Srêpốk 3,24/12 23:00,270.56,272.0,268.0,45.0,412.0,0.0,412.0,0,0
Buôn Kuốp,24/12 23:00,410.78,412.0,409.0,242.0,309.0,0.0,309.0,0,0
Buôn Tua Srah,24/12 23:00,486.45,487.5,465.0,49.0,86.0,0.0,86.0,0,0
Đồng Nai 3,24/12 23:00,588.61,590.0,570.0,96.44,81.88,0.0,81.88,0,0
Đồng Nai 4,24/12 23:00,475.02,476.0,474.0,85.96,29.06,2.5,26.56,0,0
Đơn Dương,24/12 23:00,1041.79,1042.0,1018.0,47.4,36.64,0.0,36.64,0,0
Đại Ninh,24/12 23:00,877.66,880.0,860.0,13.0,0.7,0.7,0.0,0,0
Hàm Thuận,24/12 23:00,600.86,605.0,575.0,16.31,2.9,2.9,0.0,0,0
Đa Mi,24/12 23:00,324.49,325.0,323.0,0.0,41.77,0.0,41.77,0,0
Thượng Kon Tum,25/12 23:00,1160.0,,,33.44,33.52,5.74,27.78,0,0
Pleikrông,25/12 23:00,569.86,570.0,537.0,58.0,198.0,0.0,198.0,0,0
Ialy,25/12 23:00,512.09,515.0,490.0,244.0,387.0,0.0,387.0,0,0
Sê San 3,25/12 23:00,304.5,304.5,303.2,393.0,253.0,0.0,253.0,0,0
Sê San 3A,25/12 23:00,238.81,239.0,238.5,248.0,282.0,0.0,282.0,0,0
Sê San 4,25/12 23:00,213.82,215.0,210.0,367.0,220.0,0.0,220.0,0,0
Kanak,25/12 23:00,514.9,515.0,485.0,8.9,28.2,0.0,28.2,0,0
An Khê,25/12 23:00,428.88,429.0,427.0,31.97,28.0,4.0,24.0,0,1
Srêpốk 3,25/12 23:00,270.32,272.0,268.0,366.0,412.0,0.0,412.0,0,0
Buôn Kuốp,25/12 23:00,410.92,412.0,409.0,173.0,310.0,0.0,310.0,0,0
Buôn Tua Srah,25/12 23:00,486.46,487.5,465.0,24.0,86.0,0.0,86.0,0,0
Đồng Nai 3,25/12 23:00,588.59,590.0,570.0,129.81,86.14,0.0,86.14,0,0
Đồng Nai 4,25/12 23:00,475.07,476.0,474.0,25.41,2.5,2.5,0.0,0,0
Đơn Dương,25/12 23:00,1041.85,1042.0,1018.0,25.9,4.67,0.0,4.67,0,0
Đại Ninh,25/12 23:00,877.68,880.0,860.0,12.0,11.7,0.7,11.0,0,0
Hàm Thuận,25/12 23:00,600.89,605.0,575.0,28.31,4.9,2.9,2.0,0,0
Đa Mi,25/12 23:00,324.35,325.0,323.0,3.58,45.8,0.0,45.8,0,0
Thượng Kon Tum,26/12 23:00,1160.0,,,33.44,33.52,5.74,27.78,0,0
Pleikrông,26/12 23:00,569.85,570.0,537.0,107.0,177.0,0.0,177.0,0,0
Ialy,26/12 23:00,511.96,515.0,490.0,218.0,322.0,0.0,322.0,0,0
Sê San 3,26/12 23:00,304.28,304.5,303.2,331.0,314.0,0.0,314.0,0,0
Sê San 3A,26/12 23:00,238.98,239.0,238.5,322.0,0.0,0.0,0.0,0,0
Sê San 4,26/12 23:00,213.81,215.0,210.0,13.0,220.0,0.0,220.0,0,0
Kanak,26/12 23:00,514.86,515.0,485.0,9.55,28.2,0.0,28.2,0,0
An Khê,26/12 23:00,428.91,429.0,427.0,32.46,28.0,4.0,24.0,0,1
Srêpốk 3,26/12 23:00,270.4,272.0,268.0,218.0,408.0,0.0,408.0,0,0
Buôn Kuốp,26/12 23:00,409.73,412.0,409.0,179.0,307.0,0.0,307.0,0,0
Buôn Tua Srah,26/12 23:00,486.42,487.5,465.0,29.0,86.0,0.0,86.0,0,0
Đồng Nai 3,26/12 23:00,588.57,590.0,570.0,89.12,89.12,0.0,89.12,0,0
Đồng Nai 4,26/12 23:00,475.11,476.0,474.0,63.4,51.9,2.5,49.4,0,0
Đơn Dương,26/12 23:00,1041.94,1042.0,1018.0,40.94,19.72,0.0,19.72,0,0
Đại Ninh,26/12 23:00,877.65,880.0,860.0,15.0,19.7,0.7,19.0,0,0
Hàm Thuận,26/12 23:00,600.79,605.0,575.0,18.58,85.62,2.9,82.72,0,0
Đa Mi,26/12 23:00,324.12,325.0,323.0,83.96,79.23,0.0,79.23,0,0
Thượng Kon Tum,27/12 23:00,1160.0,,,32.95,33.03,5.25,27.78,0,0
Pleikrông,27/12 23:00,569.85,570.0,537.0,99.0,160.0,0.0,160.0,0,0
Ialy,27/12 23:00,511.93,515.0,490.0,264.0,264.0,0.0,264.0,0,0
Sê San 3,27/12 23:00,304.15,304.5,303.2,274.0,252.0,0.0,252.0,0,0
Sê San 3A,27/12 23:00,238.84,239.0,238.5,243.0,286.0,0.0,286.0,0,0
Sê San 4,27/12 23:00,213.8,215.0,210.0,367.0,220.0,0.0,220.0,0,0
Kanak,27/12 23:00,514.85,515.0,485.0,19.5,28.2,0.0,28.2,0,0
An Khê,27/12 23:00,428.94,429.0,427.0,30.63,28.0,4.0,24.0,0,1
Srêpốk 3,27/12 23:00,270.23,272.0,268.0,204.0,399.0,0.0,399.0,0,0
Buôn Kuốp,27/12 23:00,409.02,412.0,409.0,185.0,152.0,0.0,152.0,0,0
Buôn Tua Srah,27/12 23:00,486.39,487.5,465.0,40.0,86.0,0.0,86.0,0,0
Đồng Nai 3,27/12 23:00,588.56,590.0,570.0,89.12,89.12,0.0,89.12,0,0
Đồng Nai 4,27/12 23:00,475.16,476.0,474.0,92.95,58.58,2.5,56.08,0,0
Đơn Dương,27/12 23:00,1041.98,1042.0,1018.0,41.98,15.53,0.0,15.53,0,0
Đại Ninh,27/12 23:00,877.67,880.0,860.0,10.0,0.7,0.7,0.0,0,0
Hàm Thuận,27/12 23:00,600.65,605.0,575.0,14.55,121.82,2.9,118.92,0,0
Đa Mi,27/12 23:00,323.9,325.0,323.0,120.34,123.67,0.0,123.67,0,0
Thượng Kon Tum,28/12 23:00,1160.0,,,34.39,34.47,6.69,27.78,0,0
Pleikrông,28/12 23:00,569.85,570.0,537.0,107.0,177.0,0.0,177.0,0,0
Ialy,28/12 23:00,511.89,515.0,490.0,269.0,198.0,0.0,198.0,0,0
Sê San 3,28/12 23:00,304.33,304.5,303.2,208.0,273.0,0.0,273.0,0,0
Sê San 3A,28/12 23:00,238.67,239.0,238.5,244.0,278.0,0.0,278.0,0,0
